work_id,title,creator_ref,creator_name,period_ref,icon_ref,status,repository,support,dimensions,source_book,source_chapter,originalsource_sentence
work_ac2ef8c0,北方天王,P_32636,趙溫奇,五代/宋初,,未知,於大聖慈寺,Wall,,《益州名画录》,卷上,"趙溫奇者, 公祐子也。幼而穎秀, 長有父風<sup>〔1〕</sup>。父歿之後, 於大聖慈寺文殊閣內繼父之蹤, 畫《北方天王》及《梵王<sup>〔2〕</sup>》《帝釋<sup>〔3〕</sup>》《大輪<sup>〔4〕</sup>部屬》, 大將堂《大將<sup>〔5〕</sup>部屬》並《梵王》《帝"
work_e3d2f833,梵王,P_32636,趙溫奇,五代/宋初,,未知,於大聖慈寺,Wall,,《益州名画录》,卷上,"趙溫奇者, 公祐子也。幼而穎秀, 長有父風<sup>〔1〕</sup>。父歿之後, 於大聖慈寺文殊閣內繼父之蹤, 畫《北方天王》及《梵王<sup>〔2〕</sup>》《帝釋<sup>〔3〕</sup>》《大輪<sup>〔4〕</sup>部屬》, 大將堂《大將<sup>〔5〕</sup>部屬》並《梵王》《帝"
work_f5ae1518,帝釋,P_32636,趙溫奇,五代/宋初,,未知,於大聖慈寺,Wall,,《益州名画录》,卷上,"趙溫奇者, 公祐子也。幼而穎秀, 長有父風<sup>〔1〕</sup>。父歿之後, 於大聖慈寺文殊閣內繼父之蹤, 畫《北方天王》及《梵王<sup>〔2〕</sup>》《帝釋<sup>〔3〕</sup>》《大輪<sup>〔4〕</sup>部屬》, 大將堂《大將<sup>〔5〕</sup>部屬》並《梵王》《帝"
work_e9d7e2a7,南方天王,P_32636,趙溫奇,五代/宋初,,见存,普賢閣,Wall,,《益州名画录》,卷上,"釋》, 普賢閣下《南方天王》, 華嚴閣上畫《東、西二方天王》《梵王》《帝釋》, 中興寺大殿《文殊》《普賢》及《天王部衆》, 并溫奇筆, 見存。"
work_409d5d61,東、西二方天王,P_32636,趙溫奇,五代/宋初,,见存,普賢閣,Wall,,《益州名画录》,卷上,"釋》, 普賢閣下《南方天王》, 華嚴閣上畫《東、西二方天王》《梵王》《帝釋》, 中興寺大殿《文殊》《普賢》及《天王部衆》, 并溫奇筆, 見存。"
work_2c13e4fb,梵王,P_32636,趙溫奇,五代/宋初,,见存,普賢閣,Wall,,《益州名画录》,卷上,"釋》, 普賢閣下《南方天王》, 華嚴閣上畫《東、西二方天王》《梵王》《帝釋》, 中興寺大殿《文殊》《普賢》及《天王部衆》, 并溫奇筆, 見存。"
work_b569e630,帝釋,P_32636,趙溫奇,五代/宋初,,见存,普賢閣,Wall,,《益州名画录》,卷上,"釋》, 普賢閣下《南方天王》, 華嚴閣上畫《東、西二方天王》《梵王》《帝釋》, 中興寺大殿《文殊》《普賢》及《天王部衆》, 并溫奇筆, 見存。"
work_41a2fbf3,文殊,P_32636,趙溫奇,五代/宋初,,见存,普賢閣,Wall,,《益州名画录》,卷上,"釋》, 普賢閣下《南方天王》, 華嚴閣上畫《東、西二方天王》《梵王》《帝釋》, 中興寺大殿《文殊》《普賢》及《天王部衆》, 并溫奇筆, 見存。"
work_70a66399,普賢,P_32636,趙溫奇,五代/宋初,,见存,普賢閣,Wall,,《益州名画录》,卷上,"釋》, 普賢閣下《南方天王》, 華嚴閣上畫《東、西二方天王》《梵王》《帝釋》, 中興寺大殿《文殊》《普賢》及《天王部衆》, 并溫奇筆, 見存。"
work_da347e5a,天王部衆,P_32636,趙溫奇,五代/宋初,,见存,普賢閣,Wall,,《益州名画录》,卷上,"釋》, 普賢閣下《南方天王》, 華嚴閣上畫《東、西二方天王》《梵王》《帝釋》, 中興寺大殿《文殊》《普賢》及《天王部衆》, 并溫奇筆, 見存。"
work_545b8dca,南、北二方天王,P_33871,德齊,五代/宋初,,见存,遂於大聖慈寺,Wall,,《益州名画录》,卷上,"德齊者, 溫奇子也。乾寧<sup>〔1〕</sup>初, 王蜀先主<sup>〔2〕</sup>府城精舍<sup>〔3〕</sup>不嚴, 禪室<sup>〔4〕</sup>未廣, 遂於大聖慈寺大殿東廡起三學延祥之院。請德齊於正門西畔畫《南、北二方天王》兩堵。院門舊有盧楞伽畫《行道高僧》<sup>〔5〕</sup>三堵六身, 賴德齊遷移, 至今獲在。光化<sup>〔6〕</sup>年, 王蜀先主受昭宗勅置生祠<sup>〔7〕</sup>, 命德齊與高道興同手畫西平王<sup>〔8〕</sup>儀仗<sup>〔9〕</sup>、旗纛旌麾<sup>〔10〕</sup>、車輅法物<sup>〔11〕</sup>, 及朝真殿上皇姑帝戚、后妃嬪御<sup>〔12〕</sup>百堵已<sup>〔13〕</sup>來, 授翰林待詔<sup>〔14〕</sup>, 賜紫金魚袋<sup>〔15〕</sup>。蜀光天元年戊寅歲<sup>〔16〕</sup>, 蜀先主殂<sup>〔17〕</sup>逝, 再命德齊與道興畫陵廟<sup>〔18〕</sup>鬼神、人馬及車輅儀仗、宮寢嬪御一百餘堵。大聖慈寺竹溪院《釋迦十弟子》, 並《十六大羅漢<sup>〔19〕</sup>》, 崇福禪院《帝釋》及《羅漢》, 崇真禪院《帝釋》《梵王》, 及羅漢堂<sup>〔20〕</sup>《文殊》《普賢》, 皆德齊筆, 見存。議者<sup>〔21〕</sup>以德齊三代<sup>〔22〕</sup>居蜀, 一時名振, 克紹祖業<sup>〔23〕</sup>, 榮耀何多。"
work_58b807b2,行道高僧,P_33871,德齊,五代/宋初,,见存,遂於大聖慈寺,Wall,,《益州名画录》,卷上,"德齊者, 溫奇子也。乾寧<sup>〔1〕</sup>初, 王蜀先主<sup>〔2〕</sup>府城精舍<sup>〔3〕</sup>不嚴, 禪室<sup>〔4〕</sup>未廣, 遂於大聖慈寺大殿東廡起三學延祥之院。請德齊於正門西畔畫《南、北二方天王》兩堵。院門舊有盧楞伽畫《行道高僧》<sup>〔5〕</sup>三堵六身, 賴德齊遷移, 至今獲在。光化<sup>〔6〕</sup>年, 王蜀先主受昭宗勅置生祠<sup>〔7〕</sup>, 命德齊與高道興同手畫西平王<sup>〔8〕</sup>儀仗<sup>〔9〕</sup>、旗纛旌麾<sup>〔10〕</sup>、車輅法物<sup>〔11〕</sup>, 及朝真殿上皇姑帝戚、后妃嬪御<sup>〔12〕</sup>百堵已<sup>〔13〕</sup>來, 授翰林待詔<sup>〔14〕</sup>, 賜紫金魚袋<sup>〔15〕</sup>。蜀光天元年戊寅歲<sup>〔16〕</sup>, 蜀先主殂<sup>〔17〕</sup>逝, 再命德齊與道興畫陵廟<sup>〔18〕</sup>鬼神、人馬及車輅儀仗、宮寢嬪御一百餘堵。大聖慈寺竹溪院《釋迦十弟子》, 並《十六大羅漢<sup>〔19〕</sup>》, 崇福禪院《帝釋》及《羅漢》, 崇真禪院《帝釋》《梵王》, 及羅漢堂<sup>〔20〕</sup>《文殊》《普賢》, 皆德齊筆, 見存。議者<sup>〔21〕</sup>以德齊三代<sup>〔22〕</sup>居蜀, 一時名振, 克紹祖業<sup>〔23〕</sup>, 榮耀何多。"
work_a3a44637,釋迦十弟子,P_33871,德齊,五代/宋初,,见存,遂於大聖慈寺,Wall,,《益州名画录》,卷上,"德齊者, 溫奇子也。乾寧<sup>〔1〕</sup>初, 王蜀先主<sup>〔2〕</sup>府城精舍<sup>〔3〕</sup>不嚴, 禪室<sup>〔4〕</sup>未廣, 遂於大聖慈寺大殿東廡起三學延祥之院。請德齊於正門西畔畫《南、北二方天王》兩堵。院門舊有盧楞伽畫《行道高僧》<sup>〔5〕</sup>三堵六身, 賴德齊遷移, 至今獲在。光化<sup>〔6〕</sup>年, 王蜀先主受昭宗勅置生祠<sup>〔7〕</sup>, 命德齊與高道興同手畫西平王<sup>〔8〕</sup>儀仗<sup>〔9〕</sup>、旗纛旌麾<sup>〔10〕</sup>、車輅法物<sup>〔11〕</sup>, 及朝真殿上皇姑帝戚、后妃嬪御<sup>〔12〕</sup>百堵已<sup>〔13〕</sup>來, 授翰林待詔<sup>〔14〕</sup>, 賜紫金魚袋<sup>〔15〕</sup>。蜀光天元年戊寅歲<sup>〔16〕</sup>, 蜀先主殂<sup>〔17〕</sup>逝, 再命德齊與道興畫陵廟<sup>〔18〕</sup>鬼神、人馬及車輅儀仗、宮寢嬪御一百餘堵。大聖慈寺竹溪院《釋迦十弟子》, 並《十六大羅漢<sup>〔19〕</sup>》, 崇福禪院《帝釋》及《羅漢》, 崇真禪院《帝釋》《梵王》, 及羅漢堂<sup>〔20〕</sup>《文殊》《普賢》, 皆德齊筆, 見存。議者<sup>〔21〕</sup>以德齊三代<sup>〔22〕</sup>居蜀, 一時名振, 克紹祖業<sup>〔23〕</sup>, 榮耀何多。"
work_b28f9ae6,十六大羅漢,P_33871,德齊,五代/宋初,,见存,遂於大聖慈寺,Wall,,《益州名画录》,卷上,"德齊者, 溫奇子也。乾寧<sup>〔1〕</sup>初, 王蜀先主<sup>〔2〕</sup>府城精舍<sup>〔3〕</sup>不嚴, 禪室<sup>〔4〕</sup>未廣, 遂於大聖慈寺大殿東廡起三學延祥之院。請德齊於正門西畔畫《南、北二方天王》兩堵。院門舊有盧楞伽畫《行道高僧》<sup>〔5〕</sup>三堵六身, 賴德齊遷移, 至今獲在。光化<sup>〔6〕</sup>年, 王蜀先主受昭宗勅置生祠<sup>〔7〕</sup>, 命德齊與高道興同手畫西平王<sup>〔8〕</sup>儀仗<sup>〔9〕</sup>、旗纛旌麾<sup>〔10〕</sup>、車輅法物<sup>〔11〕</sup>, 及朝真殿上皇姑帝戚、后妃嬪御<sup>〔12〕</sup>百堵已<sup>〔13〕</sup>來, 授翰林待詔<sup>〔14〕</sup>, 賜紫金魚袋<sup>〔15〕</sup>。蜀光天元年戊寅歲<sup>〔16〕</sup>, 蜀先主殂<sup>〔17〕</sup>逝, 再命德齊與道興畫陵廟<sup>〔18〕</sup>鬼神、人馬及車輅儀仗、宮寢嬪御一百餘堵。大聖慈寺竹溪院《釋迦十弟子》, 並《十六大羅漢<sup>〔19〕</sup>》, 崇福禪院《帝釋》及《羅漢》, 崇真禪院《帝釋》《梵王》, 及羅漢堂<sup>〔20〕</sup>《文殊》《普賢》, 皆德齊筆, 見存。議者<sup>〔21〕</sup>以德齊三代<sup>〔22〕</sup>居蜀, 一時名振, 克紹祖業<sup>〔23〕</sup>, 榮耀何多。"
work_5226a506,帝釋,P_33871,德齊,五代/宋初,,见存,遂於大聖慈寺,Wall,,《益州名画录》,卷上,"德齊者, 溫奇子也。乾寧<sup>〔1〕</sup>初, 王蜀先主<sup>〔2〕</sup>府城精舍<sup>〔3〕</sup>不嚴, 禪室<sup>〔4〕</sup>未廣, 遂於大聖慈寺大殿東廡起三學延祥之院。請德齊於正門西畔畫《南、北二方天王》兩堵。院門舊有盧楞伽畫《行道高僧》<sup>〔5〕</sup>三堵六身, 賴德齊遷移, 至今獲在。光化<sup>〔6〕</sup>年, 王蜀先主受昭宗勅置生祠<sup>〔7〕</sup>, 命德齊與高道興同手畫西平王<sup>〔8〕</sup>儀仗<sup>〔9〕</sup>、旗纛旌麾<sup>〔10〕</sup>、車輅法物<sup>〔11〕</sup>, 及朝真殿上皇姑帝戚、后妃嬪御<sup>〔12〕</sup>百堵已<sup>〔13〕</sup>來, 授翰林待詔<sup>〔14〕</sup>, 賜紫金魚袋<sup>〔15〕</sup>。蜀光天元年戊寅歲<sup>〔16〕</sup>, 蜀先主殂<sup>〔17〕</sup>逝, 再命德齊與道興畫陵廟<sup>〔18〕</sup>鬼神、人馬及車輅儀仗、宮寢嬪御一百餘堵。大聖慈寺竹溪院《釋迦十弟子》, 並《十六大羅漢<sup>〔19〕</sup>》, 崇福禪院《帝釋》及《羅漢》, 崇真禪院《帝釋》《梵王》, 及羅漢堂<sup>〔20〕</sup>《文殊》《普賢》, 皆德齊筆, 見存。議者<sup>〔21〕</sup>以德齊三代<sup>〔22〕</sup>居蜀, 一時名振, 克紹祖業<sup>〔23〕</sup>, 榮耀何多。"
work_5091f39d,梵王,P_33871,德齊,五代/宋初,,见存,遂於大聖慈寺,Wall,,《益州名画录》,卷上,"德齊者, 溫奇子也。乾寧<sup>〔1〕</sup>初, 王蜀先主<sup>〔2〕</sup>府城精舍<sup>〔3〕</sup>不嚴, 禪室<sup>〔4〕</sup>未廣, 遂於大聖慈寺大殿東廡起三學延祥之院。請德齊於正門西畔畫《南、北二方天王》兩堵。院門舊有盧楞伽畫《行道高僧》<sup>〔5〕</sup>三堵六身, 賴德齊遷移, 至今獲在。光化<sup>〔6〕</sup>年, 王蜀先主受昭宗勅置生祠<sup>〔7〕</sup>, 命德齊與高道興同手畫西平王<sup>〔8〕</sup>儀仗<sup>〔9〕</sup>、旗纛旌麾<sup>〔10〕</sup>、車輅法物<sup>〔11〕</sup>, 及朝真殿上皇姑帝戚、后妃嬪御<sup>〔12〕</sup>百堵已<sup>〔13〕</sup>來, 授翰林待詔<sup>〔14〕</sup>, 賜紫金魚袋<sup>〔15〕</sup>。蜀光天元年戊寅歲<sup>〔16〕</sup>, 蜀先主殂<sup>〔17〕</sup>逝, 再命德齊與道興畫陵廟<sup>〔18〕</sup>鬼神、人馬及車輅儀仗、宮寢嬪御一百餘堵。大聖慈寺竹溪院《釋迦十弟子》, 並《十六大羅漢<sup>〔19〕</sup>》, 崇福禪院《帝釋》及《羅漢》, 崇真禪院《帝釋》《梵王》, 及羅漢堂<sup>〔20〕</sup>《文殊》《普賢》, 皆德齊筆, 見存。議者<sup>〔21〕</sup>以德齊三代<sup>〔22〕</sup>居蜀, 一時名振, 克紹祖業<sup>〔23〕</sup>, 榮耀何多。"
work_5a4b64e0,文殊,P_33871,德齊,五代/宋初,,见存,遂於大聖慈寺,Wall,,《益州名画录》,卷上,"德齊者, 溫奇子也。乾寧<sup>〔1〕</sup>初, 王蜀先主<sup>〔2〕</sup>府城精舍<sup>〔3〕</sup>不嚴, 禪室<sup>〔4〕</sup>未廣, 遂於大聖慈寺大殿東廡起三學延祥之院。請德齊於正門西畔畫《南、北二方天王》兩堵。院門舊有盧楞伽畫《行道高僧》<sup>〔5〕</sup>三堵六身, 賴德齊遷移, 至今獲在。光化<sup>〔6〕</sup>年, 王蜀先主受昭宗勅置生祠<sup>〔7〕</sup>, 命德齊與高道興同手畫西平王<sup>〔8〕</sup>儀仗<sup>〔9〕</sup>、旗纛旌麾<sup>〔10〕</sup>、車輅法物<sup>〔11〕</sup>, 及朝真殿上皇姑帝戚、后妃嬪御<sup>〔12〕</sup>百堵已<sup>〔13〕</sup>來, 授翰林待詔<sup>〔14〕</sup>, 賜紫金魚袋<sup>〔15〕</sup>。蜀光天元年戊寅歲<sup>〔16〕</sup>, 蜀先主殂<sup>〔17〕</sup>逝, 再命德齊與道興畫陵廟<sup>〔18〕</sup>鬼神、人馬及車輅儀仗、宮寢嬪御一百餘堵。大聖慈寺竹溪院《釋迦十弟子》, 並《十六大羅漢<sup>〔19〕</sup>》, 崇福禪院《帝釋》及《羅漢》, 崇真禪院《帝釋》《梵王》, 及羅漢堂<sup>〔20〕</sup>《文殊》《普賢》, 皆德齊筆, 見存。議者<sup>〔21〕</sup>以德齊三代<sup>〔22〕</sup>居蜀, 一時名振, 克紹祖業<sup>〔23〕</sup>, 榮耀何多。"
work_63a2152c,普賢,P_33871,德齊,五代/宋初,,见存,遂於大聖慈寺,Wall,,《益州名画录》,卷上,"德齊者, 溫奇子也。乾寧<sup>〔1〕</sup>初, 王蜀先主<sup>〔2〕</sup>府城精舍<sup>〔3〕</sup>不嚴, 禪室<sup>〔4〕</sup>未廣, 遂於大聖慈寺大殿東廡起三學延祥之院。請德齊於正門西畔畫《南、北二方天王》兩堵。院門舊有盧楞伽畫《行道高僧》<sup>〔5〕</sup>三堵六身, 賴德齊遷移, 至今獲在。光化<sup>〔6〕</sup>年, 王蜀先主受昭宗勅置生祠<sup>〔7〕</sup>, 命德齊與高道興同手畫西平王<sup>〔8〕</sup>儀仗<sup>〔9〕</sup>、旗纛旌麾<sup>〔10〕</sup>、車輅法物<sup>〔11〕</sup>, 及朝真殿上皇姑帝戚、后妃嬪御<sup>〔12〕</sup>百堵已<sup>〔13〕</sup>來, 授翰林待詔<sup>〔14〕</sup>, 賜紫金魚袋<sup>〔15〕</sup>。蜀光天元年戊寅歲<sup>〔16〕</sup>, 蜀先主殂<sup>〔17〕</sup>逝, 再命德齊與道興畫陵廟<sup>〔18〕</sup>鬼神、人馬及車輅儀仗、宮寢嬪御一百餘堵。大聖慈寺竹溪院《釋迦十弟子》, 並《十六大羅漢<sup>〔19〕</sup>》, 崇福禪院《帝釋》及《羅漢》, 崇真禪院《帝釋》《梵王》, 及羅漢堂<sup>〔20〕</sup>《文殊》《普賢》, 皆德齊筆, 見存。議者<sup>〔21〕</sup>以德齊三代<sup>〔22〕</sup>居蜀, 一時名振, 克紹祖業<sup>〔23〕</sup>, 榮耀何多。"
work_5b430ddd,行道高僧,P_46871,楞伽,五代/宋初,,残损,至德二載起大聖慈寺,Wall,,《益州名画录》,卷上,"楞伽者, 京兆<sup>〔2〕</sup>人也。明皇帝駐蹕之日<sup>〔3〕</sup>, 自汴<sup>〔4〕</sup>入蜀, 嘉名高譽, 播諸蜀川, 當代名流, 咸伏其妙。至德二載起大聖慈寺<sup>〔5〕</sup>, 乾元初<sup>〔6〕</sup>於殿東、西廊下畫《行道高僧》數堵, 顏真卿<sup>〔7〕</sup>題, 時稱二絕。至乾寧元年<sup>〔8〕</sup>, 王蜀先主於寺東廊起三學院<sup>〔9〕</sup>, 不敢損其名畫, 移一堵於院門南, 移一堵於門北, 一堵於觀音堂後。此《行道僧》三堵六身畫, 經二百五十餘年, 至今宛如初矣<sup>〔10〕</sup>。西廊下一堵《馬鳴<sup>〔11〕</sup>、提婆<sup>〔12〕</sup>》二軀, 雖遭粉飾<sup>〔13〕</sup>, 猶未損其筆蹤。餘者重粧, 皆昧前跡<sup>〔14〕</sup>。蜀中諸寺佛像甚多, 會昌年皆盡毁。"
work_989349fd,行道僧,P_46871,楞伽,五代/宋初,,残损,至德二載起大聖慈寺,Wall,,《益州名画录》,卷上,"楞伽者, 京兆<sup>〔2〕</sup>人也。明皇帝駐蹕之日<sup>〔3〕</sup>, 自汴<sup>〔4〕</sup>入蜀, 嘉名高譽, 播諸蜀川, 當代名流, 咸伏其妙。至德二載起大聖慈寺<sup>〔5〕</sup>, 乾元初<sup>〔6〕</sup>於殿東、西廊下畫《行道高僧》數堵, 顏真卿<sup>〔7〕</sup>題, 時稱二絕。至乾寧元年<sup>〔8〕</sup>, 王蜀先主於寺東廊起三學院<sup>〔9〕</sup>, 不敢損其名畫, 移一堵於院門南, 移一堵於門北, 一堵於觀音堂後。此《行道僧》三堵六身畫, 經二百五十餘年, 至今宛如初矣<sup>〔10〕</sup>。西廊下一堵《馬鳴<sup>〔11〕</sup>、提婆<sup>〔12〕</sup>》二軀, 雖遭粉飾<sup>〔13〕</sup>, 猶未損其筆蹤。餘者重粧, 皆昧前跡<sup>〔14〕</sup>。蜀中諸寺佛像甚多, 會昌年皆盡毁。"
work_eb528ada,老子過流沙圖,P_46871,楞伽,五代/宋初,,见存,居青城山<sup></sup>常道觀,Wall,,《益州名画录》,卷上,"道士張素卿者, 簡州<sup>〔1〕</sup>人也。少孤貧, 性好畫, 在川主譙國<sup>〔2〕</sup>夏侯公（孜）<sup>〔3〕</sup>宅, 多見隋唐名畫。藝成之後, 落拓<sup>〔4〕</sup>無羈束, 遂衣道士服<sup>〔5〕</sup>。唯畫道門尊像, 豪貴之家, 少得其畫者。乾符中, 居青城山<sup>〔6〕</sup>常道觀<sup>〔7〕</sup>焚修<sup>〔8〕</sup>。至中和元年<sup>〔9〕</sup>, 僖宗皇帝遣使與賜紫道士杜光庭<sup>〔10〕</sup>, 封丈人山<sup>〔11〕</sup>為希夷<sup>〔12〕</sup>公。癸卯歲<sup>〔13〕</sup>, 素卿上表<sup>〔14〕</sup>云: “五岳<sup>〔15〕</sup>既已封王, 丈人位居五岳之上, 不可稱公。”是歲勅宜改封五嶽丈人為希夷真君, 素卿賜紫。素卿有《老子過流沙<sup>〔16〕</sup>圖》<sup>〔17〕</sup>《五岳朝真圖》<sup>〔18〕</sup>《九皇<sup>〔19〕</sup>圖》《五星<sup>〔20〕</sup>圖》《老人星<sup>〔21〕</sup>圖》《二十四化<sup>〔22〕</sup>真人像》《太無先生像》。素卿於諸圖畫而能敏速, 落錐<sup>〔23〕</sup>之後, 下筆如神, 自始及終, 更無改正。今龍興觀甚有畫壁, 年深皆盡頹損, 餘張百子堂板龕內門兩畔《龍虎》兩軀, 素卿筆, 見存。王蜀先主修青城山丈人觀, 請素卿於丈人真君殿上畫五岳四瀆、十二溪女、山林溪沼樹木諸神, 及岳瀆曹吏, 詭怪之質<sup>〔24〕</sup>, 生於筆端, 上殿觀者, 無不恐懼。又於簡州開元觀畫容成子、董仲舒、嚴君平、李阿、馬自然、葛玄、長壽仙、黃初平、葛永璝、竇子明、左慈、蘇耽十二仙君像, 各寫當初賣卜<sup>〔25〕</sup>、賈<sup>〔26〕</sup>藥、書符<sup>〔27〕</sup>、導引<sup>〔28〕</sup>時真<sup>〔29〕</sup>。筆蹤灑落<sup>〔30〕</sup>, 彩畫因循<sup>〔31〕</sup>, 當代名流, 皆推畫手。<sup>〔32〕</sup>蜀檢校<sup>〔33〕</sup>太傅<sup>〔34〕</sup>安公（思謙）<sup>〔35〕</sup>, 好古博雅, 唐時名畫, 人皆獻之。黃筌、滕昌祐、石恪皆在其門館<sup>〔36〕</sup>, 賓禮優厚。甲寅歲<sup>〔37〕</sup>十一月十一日, 值蜀主誕生之辰, 安公進素卿所畫《十二仙真形》十二幀。蜀主耽玩<sup>〔38〕</sup>歎賞者久, 因命翰林學士禮部侍郎<sup>〔39〕</sup>歐陽炯<sup>〔40〕</sup>次第贊之, 令翰林待詔黃居寶八分書<sup>〔41〕</sup>題之<sup>〔42〕</sup>。凡有醮奏<sup>〔43〕</sup>, 於玉局<sup>〔44〕</sup>開懸<sup>〔45〕</sup>供養。乾德三年<sup>〔46〕</sup>, 聖朝克復<sup>〔47〕</sup>, 吏部"
work_d2bfdc4e,五岳朝真圖,P_46871,楞伽,五代/宋初,,见存,居青城山<sup></sup>常道觀,Wall,,《益州名画录》,卷上,"道士張素卿者, 簡州<sup>〔1〕</sup>人也。少孤貧, 性好畫, 在川主譙國<sup>〔2〕</sup>夏侯公（孜）<sup>〔3〕</sup>宅, 多見隋唐名畫。藝成之後, 落拓<sup>〔4〕</sup>無羈束, 遂衣道士服<sup>〔5〕</sup>。唯畫道門尊像, 豪貴之家, 少得其畫者。乾符中, 居青城山<sup>〔6〕</sup>常道觀<sup>〔7〕</sup>焚修<sup>〔8〕</sup>。至中和元年<sup>〔9〕</sup>, 僖宗皇帝遣使與賜紫道士杜光庭<sup>〔10〕</sup>, 封丈人山<sup>〔11〕</sup>為希夷<sup>〔12〕</sup>公。癸卯歲<sup>〔13〕</sup>, 素卿上表<sup>〔14〕</sup>云: “五岳<sup>〔15〕</sup>既已封王, 丈人位居五岳之上, 不可稱公。”是歲勅宜改封五嶽丈人為希夷真君, 素卿賜紫。素卿有《老子過流沙<sup>〔16〕</sup>圖》<sup>〔17〕</sup>《五岳朝真圖》<sup>〔18〕</sup>《九皇<sup>〔19〕</sup>圖》《五星<sup>〔20〕</sup>圖》《老人星<sup>〔21〕</sup>圖》《二十四化<sup>〔22〕</sup>真人像》《太無先生像》。素卿於諸圖畫而能敏速, 落錐<sup>〔23〕</sup>之後, 下筆如神, 自始及終, 更無改正。今龍興觀甚有畫壁, 年深皆盡頹損, 餘張百子堂板龕內門兩畔《龍虎》兩軀, 素卿筆, 見存。王蜀先主修青城山丈人觀, 請素卿於丈人真君殿上畫五岳四瀆、十二溪女、山林溪沼樹木諸神, 及岳瀆曹吏, 詭怪之質<sup>〔24〕</sup>, 生於筆端, 上殿觀者, 無不恐懼。又於簡州開元觀畫容成子、董仲舒、嚴君平、李阿、馬自然、葛玄、長壽仙、黃初平、葛永璝、竇子明、左慈、蘇耽十二仙君像, 各寫當初賣卜<sup>〔25〕</sup>、賈<sup>〔26〕</sup>藥、書符<sup>〔27〕</sup>、導引<sup>〔28〕</sup>時真<sup>〔29〕</sup>。筆蹤灑落<sup>〔30〕</sup>, 彩畫因循<sup>〔31〕</sup>, 當代名流, 皆推畫手。<sup>〔32〕</sup>蜀檢校<sup>〔33〕</sup>太傅<sup>〔34〕</sup>安公（思謙）<sup>〔35〕</sup>, 好古博雅, 唐時名畫, 人皆獻之。黃筌、滕昌祐、石恪皆在其門館<sup>〔36〕</sup>, 賓禮優厚。甲寅歲<sup>〔37〕</sup>十一月十一日, 值蜀主誕生之辰, 安公進素卿所畫《十二仙真形》十二幀。蜀主耽玩<sup>〔38〕</sup>歎賞者久, 因命翰林學士禮部侍郎<sup>〔39〕</sup>歐陽炯<sup>〔40〕</sup>次第贊之, 令翰林待詔黃居寶八分書<sup>〔41〕</sup>題之<sup>〔42〕</sup>。凡有醮奏<sup>〔43〕</sup>, 於玉局<sup>〔44〕</sup>開懸<sup>〔45〕</sup>供養。乾德三年<sup>〔46〕</sup>, 聖朝克復<sup>〔47〕</sup>, 吏部"
