icon_id,subject_term,category,creator_name,source_book,source_chapter,source_text
icon_8b24d0c2,秋山圖,Landscape,黃居寀,《益州名画录》,·妙格下品,附:僞學士徐光溥《秋山圖》歌 ...... 112
icon_a3df3984,應夢羅漢,Religious Figure,禪月大師,《益州名画录》,·能格下品,附:僞翰林學士歐陽炯禪月大師《應夢羅漢》歌 ...... 160
icon_eb22ea81,天王,Religious Figure,陳皓,《益州名画录》,卷上·妙格上品,"陳皓、彭堅者, 不知何許人也。開成中, 與范瓊寓止蜀城。大中年, 府主杜相公（悰）起净眾等寺門屋。相國知三人中, 范瓊年齒雖低, 手筆稱冠矣。因請陳、彭二公各畫《天王》一堵, 各令一客將伴之, 以幔幕遮蔽, 不令相見, 欲驗誰之強弱。至畫告畢之日, 相國與諸府寮徹其幃幕, 南畔仗劍振威者彭公筆, 北畔持弓奮赫者陳公筆, 二公筆力相似, 觀者莫能昇降。大約宗師吳道玄之筆, 而傅採拂淡過之。畫之六法, 一曰氣韻生動是也, 二曰骨法用筆是也, 三曰應物象形是也, 四曰隨類賦採是也, 五曰經營位置是也, 六曰傳移模寫是也。斯之六法, 名輩少該, 唯此三人俱盡其美矣。"
icon_694fcfbe,文殊,Religious Figure,張騰,《益州名画录》,卷上·妙格上品,"張騰者, 不知何許人也。太和末年, 偶止蜀川。於諸寺壁圖畫亦多, 會昌年除毀皆盡。大中初佛寺再興, 於聖壽寺大殿畫《文殊》一堵、《普賢》一堵、《彌勒下生》一堵, 浴室院北對範瓊畫《持弓北方天王》一堵, 大聖慈寺文殊閣下畫《報身如來》一堵, 并騰之筆, 見存。"
icon_83e7ac5e,普賢,Religious Figure,張騰,《益州名画录》,卷上·妙格上品,"張騰者, 不知何許人也。太和末年, 偶止蜀川。於諸寺壁圖畫亦多, 會昌年除毀皆盡。大中初佛寺再興, 於聖壽寺大殿畫《文殊》一堵、《普賢》一堵、《彌勒下生》一堵, 浴室院北對範瓊畫《持弓北方天王》一堵, 大聖慈寺文殊閣下畫《報身如來》一堵, 并騰之筆, 見存。"
icon_911fe953,彌勒下生,Religious Figure,張騰,《益州名画录》,卷上·妙格上品,"張騰者, 不知何許人也。太和末年, 偶止蜀川。於諸寺壁圖畫亦多, 會昌年除毀皆盡。大中初佛寺再興, 於聖壽寺大殿畫《文殊》一堵、《普賢》一堵、《彌勒下生》一堵, 浴室院北對範瓊畫《持弓北方天王》一堵, 大聖慈寺文殊閣下畫《報身如來》一堵, 并騰之筆, 見存。"
icon_399b75f6,持弓北方天王,Religious Figure,張騰,《益州名画录》,卷上·妙格上品,"張騰者, 不知何許人也。太和末年, 偶止蜀川。於諸寺壁圖畫亦多, 會昌年除毀皆盡。大中初佛寺再興, 於聖壽寺大殿畫《文殊》一堵、《普賢》一堵、《彌勒下生》一堵, 浴室院北對範瓊畫《持弓北方天王》一堵, 大聖慈寺文殊閣下畫《報身如來》一堵, 并騰之筆, 見存。"
icon_a88adf4b,報身如來,Religious Figure,張騰,《益州名画录》,卷上·妙格上品,"張騰者, 不知何許人也。太和末年, 偶止蜀川。於諸寺壁圖畫亦多, 會昌年除毀皆盡。大中初佛寺再興, 於聖壽寺大殿畫《文殊》一堵、《普賢》一堵、《彌勒下生》一堵, 浴室院北對範瓊畫《持弓北方天王》一堵, 大聖慈寺文殊閣下畫《報身如來》一堵, 并騰之筆, 見存。"
icon_0d5b60e7,北方天王,Religious Figure,趙溫奇,《益州名画录》,卷上·妙格上品,"趙溫奇者, 公祐子也。幼而穎秀, 長有父風。父歿之後, 於大聖慈寺文殊閣內繼父之蹤, 畫《北方天王》及《梵王》《帝釋》《大輪部屬》, 大將堂《大將部屬》並《梵王》《帝"
icon_68903d7b,梵王,Religious Figure,趙溫奇,《益州名画录》,卷上·妙格上品,"趙溫奇者, 公祐子也。幼而穎秀, 長有父風。父歿之後, 於大聖慈寺文殊閣內繼父之蹤, 畫《北方天王》及《梵王》《帝釋》《大輪部屬》, 大將堂《大將部屬》並《梵王》《帝"
icon_2e746df6,帝釋,Religious Figure,趙溫奇,《益州名画录》,卷上·妙格上品,"趙溫奇者, 公祐子也。幼而穎秀, 長有父風。父歿之後, 於大聖慈寺文殊閣內繼父之蹤, 畫《北方天王》及《梵王》《帝釋》《大輪部屬》, 大將堂《大將部屬》並《梵王》《帝"
icon_0e0822de,老子過流沙圖,Painting (General),張素卿,《益州名画录》,卷上·妙格上品,"道士張素卿者, 簡州人也。少孤貧, 性好畫, 在川主譙國夏侯公（孜）宅, 多見隋唐名畫。藝成之後, 落拓無羈束, 遂衣道士服。唯畫道門尊像, 豪貴之家, 少得其畫者。乾符中, 居青城山常道觀焚修。至中和元年, 僖宗皇帝遣使與賜紫道士杜光庭, 封丈人山為希夷公。癸卯歲, 素卿上表云: “五岳既已封王, 丈人位居五岳之上, 不可稱公。”是歲勅宜改封五嶽丈人為希夷真君, 素卿賜紫。素卿有《老子過流沙圖》《五岳朝真圖》《九皇圖》《五星圖》《老人星圖》《二十四化真人像》《太無先生像》。素卿於諸圖畫而能敏速, 落錐之後, 下筆如神, 自始及終, 更無改正。今龍興觀甚有畫壁, 年深皆盡頹損, 餘張百子堂板龕內門兩畔《龍虎》兩軀, 素卿筆, 見存。王蜀先主修青城山丈人觀, 請素卿於丈人真君殿上畫五岳四瀆、十二溪女、山林溪沼樹木諸神, 及岳瀆曹吏, 詭怪之質, 生於筆端, 上殿觀者, 無不恐懼。又於簡州開元觀畫容成子、董仲舒、嚴君平、李阿、馬自然、葛玄、長壽仙、黃初平、葛永璝、竇子明、左慈、蘇耽十二仙君像, 各寫當初賣卜、賈藥、書符、導引時真。筆蹤灑落, 彩畫因循, 當代名流, 皆推畫手。蜀檢校太傅安公（思謙）, 好古博雅, 唐時名畫, 人皆獻之。黃筌、滕昌祐、石恪皆在其門館, 賓禮優厚。甲寅歲十一月十一日, 值蜀主誕生之辰, 安公進素卿所畫《十二仙真形》十二幀。蜀主耽玩歎賞者久, 因命翰林學士禮部侍郎歐陽炯次第贊之, 令翰林待詔黃居寶八分書題之。凡有醮奏, 於玉局開懸供養。乾德三年, 聖朝克復, 吏部"
icon_2171ad58,五岳朝真圖,Portrait,張素卿,《益州名画录》,卷上·妙格上品,"道士張素卿者, 簡州人也。少孤貧, 性好畫, 在川主譙國夏侯公（孜）宅, 多見隋唐名畫。藝成之後, 落拓無羈束, 遂衣道士服。唯畫道門尊像, 豪貴之家, 少得其畫者。乾符中, 居青城山常道觀焚修。至中和元年, 僖宗皇帝遣使與賜紫道士杜光庭, 封丈人山為希夷公。癸卯歲, 素卿上表云: “五岳既已封王, 丈人位居五岳之上, 不可稱公。”是歲勅宜改封五嶽丈人為希夷真君, 素卿賜紫。素卿有《老子過流沙圖》《五岳朝真圖》《九皇圖》《五星圖》《老人星圖》《二十四化真人像》《太無先生像》。素卿於諸圖畫而能敏速, 落錐之後, 下筆如神, 自始及終, 更無改正。今龍興觀甚有畫壁, 年深皆盡頹損, 餘張百子堂板龕內門兩畔《龍虎》兩軀, 素卿筆, 見存。王蜀先主修青城山丈人觀, 請素卿於丈人真君殿上畫五岳四瀆、十二溪女、山林溪沼樹木諸神, 及岳瀆曹吏, 詭怪之質, 生於筆端, 上殿觀者, 無不恐懼。又於簡州開元觀畫容成子、董仲舒、嚴君平、李阿、馬自然、葛玄、長壽仙、黃初平、葛永璝、竇子明、左慈、蘇耽十二仙君像, 各寫當初賣卜、賈藥、書符、導引時真。筆蹤灑落, 彩畫因循, 當代名流, 皆推畫手。蜀檢校太傅安公（思謙）, 好古博雅, 唐時名畫, 人皆獻之。黃筌、滕昌祐、石恪皆在其門館, 賓禮優厚。甲寅歲十一月十一日, 值蜀主誕生之辰, 安公進素卿所畫《十二仙真形》十二幀。蜀主耽玩歎賞者久, 因命翰林學士禮部侍郎歐陽炯次第贊之, 令翰林待詔黃居寶八分書題之。凡有醮奏, 於玉局開懸供養。乾德三年, 聖朝克復, 吏部"
icon_c67bbb85,九皇圖,Painting (General),張素卿,《益州名画录》,卷上·妙格上品,"道士張素卿者, 簡州人也。少孤貧, 性好畫, 在川主譙國夏侯公（孜）宅, 多見隋唐名畫。藝成之後, 落拓無羈束, 遂衣道士服。唯畫道門尊像, 豪貴之家, 少得其畫者。乾符中, 居青城山常道觀焚修。至中和元年, 僖宗皇帝遣使與賜紫道士杜光庭, 封丈人山為希夷公。癸卯歲, 素卿上表云: “五岳既已封王, 丈人位居五岳之上, 不可稱公。”是歲勅宜改封五嶽丈人為希夷真君, 素卿賜紫。素卿有《老子過流沙圖》《五岳朝真圖》《九皇圖》《五星圖》《老人星圖》《二十四化真人像》《太無先生像》。素卿於諸圖畫而能敏速, 落錐之後, 下筆如神, 自始及終, 更無改正。今龍興觀甚有畫壁, 年深皆盡頹損, 餘張百子堂板龕內門兩畔《龍虎》兩軀, 素卿筆, 見存。王蜀先主修青城山丈人觀, 請素卿於丈人真君殿上畫五岳四瀆、十二溪女、山林溪沼樹木諸神, 及岳瀆曹吏, 詭怪之質, 生於筆端, 上殿觀者, 無不恐懼。又於簡州開元觀畫容成子、董仲舒、嚴君平、李阿、馬自然、葛玄、長壽仙、黃初平、葛永璝、竇子明、左慈、蘇耽十二仙君像, 各寫當初賣卜、賈藥、書符、導引時真。筆蹤灑落, 彩畫因循, 當代名流, 皆推畫手。蜀檢校太傅安公（思謙）, 好古博雅, 唐時名畫, 人皆獻之。黃筌、滕昌祐、石恪皆在其門館, 賓禮優厚。甲寅歲十一月十一日, 值蜀主誕生之辰, 安公進素卿所畫《十二仙真形》十二幀。蜀主耽玩歎賞者久, 因命翰林學士禮部侍郎歐陽炯次第贊之, 令翰林待詔黃居寶八分書題之。凡有醮奏, 於玉局開懸供養。乾德三年, 聖朝克復, 吏部"
icon_efb79ad4,五星圖,Painting (General),張素卿,《益州名画录》,卷上·妙格上品,"道士張素卿者, 簡州人也。少孤貧, 性好畫, 在川主譙國夏侯公（孜）宅, 多見隋唐名畫。藝成之後, 落拓無羈束, 遂衣道士服。唯畫道門尊像, 豪貴之家, 少得其畫者。乾符中, 居青城山常道觀焚修。至中和元年, 僖宗皇帝遣使與賜紫道士杜光庭, 封丈人山為希夷公。癸卯歲, 素卿上表云: “五岳既已封王, 丈人位居五岳之上, 不可稱公。”是歲勅宜改封五嶽丈人為希夷真君, 素卿賜紫。素卿有《老子過流沙圖》《五岳朝真圖》《九皇圖》《五星圖》《老人星圖》《二十四化真人像》《太無先生像》。素卿於諸圖畫而能敏速, 落錐之後, 下筆如神, 自始及終, 更無改正。今龍興觀甚有畫壁, 年深皆盡頹損, 餘張百子堂板龕內門兩畔《龍虎》兩軀, 素卿筆, 見存。王蜀先主修青城山丈人觀, 請素卿於丈人真君殿上畫五岳四瀆、十二溪女、山林溪沼樹木諸神, 及岳瀆曹吏, 詭怪之質, 生於筆端, 上殿觀者, 無不恐懼。又於簡州開元觀畫容成子、董仲舒、嚴君平、李阿、馬自然、葛玄、長壽仙、黃初平、葛永璝、竇子明、左慈、蘇耽十二仙君像, 各寫當初賣卜、賈藥、書符、導引時真。筆蹤灑落, 彩畫因循, 當代名流, 皆推畫手。蜀檢校太傅安公（思謙）, 好古博雅, 唐時名畫, 人皆獻之。黃筌、滕昌祐、石恪皆在其門館, 賓禮優厚。甲寅歲十一月十一日, 值蜀主誕生之辰, 安公進素卿所畫《十二仙真形》十二幀。蜀主耽玩歎賞者久, 因命翰林學士禮部侍郎歐陽炯次第贊之, 令翰林待詔黃居寶八分書題之。凡有醮奏, 於玉局開懸供養。乾德三年, 聖朝克復, 吏部"
icon_500fcb9a,老人星圖,Painting (General),張素卿,《益州名画录》,卷上·妙格上品,"道士張素卿者, 簡州人也。少孤貧, 性好畫, 在川主譙國夏侯公（孜）宅, 多見隋唐名畫。藝成之後, 落拓無羈束, 遂衣道士服。唯畫道門尊像, 豪貴之家, 少得其畫者。乾符中, 居青城山常道觀焚修。至中和元年, 僖宗皇帝遣使與賜紫道士杜光庭, 封丈人山為希夷公。癸卯歲, 素卿上表云: “五岳既已封王, 丈人位居五岳之上, 不可稱公。”是歲勅宜改封五嶽丈人為希夷真君, 素卿賜紫。素卿有《老子過流沙圖》《五岳朝真圖》《九皇圖》《五星圖》《老人星圖》《二十四化真人像》《太無先生像》。素卿於諸圖畫而能敏速, 落錐之後, 下筆如神, 自始及終, 更無改正。今龍興觀甚有畫壁, 年深皆盡頹損, 餘張百子堂板龕內門兩畔《龍虎》兩軀, 素卿筆, 見存。王蜀先主修青城山丈人觀, 請素卿於丈人真君殿上畫五岳四瀆、十二溪女、山林溪沼樹木諸神, 及岳瀆曹吏, 詭怪之質, 生於筆端, 上殿觀者, 無不恐懼。又於簡州開元觀畫容成子、董仲舒、嚴君平、李阿、馬自然、葛玄、長壽仙、黃初平、葛永璝、竇子明、左慈、蘇耽十二仙君像, 各寫當初賣卜、賈藥、書符、導引時真。筆蹤灑落, 彩畫因循, 當代名流, 皆推畫手。蜀檢校太傅安公（思謙）, 好古博雅, 唐時名畫, 人皆獻之。黃筌、滕昌祐、石恪皆在其門館, 賓禮優厚。甲寅歲十一月十一日, 值蜀主誕生之辰, 安公進素卿所畫《十二仙真形》十二幀。蜀主耽玩歎賞者久, 因命翰林學士禮部侍郎歐陽炯次第贊之, 令翰林待詔黃居寶八分書題之。凡有醮奏, 於玉局開懸供養。乾德三年, 聖朝克復, 吏部"
icon_497dfd12,二十四化真人像,Religious Figure,張素卿,《益州名画录》,卷上·妙格上品,"道士張素卿者, 簡州人也。少孤貧, 性好畫, 在川主譙國夏侯公（孜）宅, 多見隋唐名畫。藝成之後, 落拓無羈束, 遂衣道士服。唯畫道門尊像, 豪貴之家, 少得其畫者。乾符中, 居青城山常道觀焚修。至中和元年, 僖宗皇帝遣使與賜紫道士杜光庭, 封丈人山為希夷公。癸卯歲, 素卿上表云: “五岳既已封王, 丈人位居五岳之上, 不可稱公。”是歲勅宜改封五嶽丈人為希夷真君, 素卿賜紫。素卿有《老子過流沙圖》《五岳朝真圖》《九皇圖》《五星圖》《老人星圖》《二十四化真人像》《太無先生像》。素卿於諸圖畫而能敏速, 落錐之後, 下筆如神, 自始及終, 更無改正。今龍興觀甚有畫壁, 年深皆盡頹損, 餘張百子堂板龕內門兩畔《龍虎》兩軀, 素卿筆, 見存。王蜀先主修青城山丈人觀, 請素卿於丈人真君殿上畫五岳四瀆、十二溪女、山林溪沼樹木諸神, 及岳瀆曹吏, 詭怪之質, 生於筆端, 上殿觀者, 無不恐懼。又於簡州開元觀畫容成子、董仲舒、嚴君平、李阿、馬自然、葛玄、長壽仙、黃初平、葛永璝、竇子明、左慈、蘇耽十二仙君像, 各寫當初賣卜、賈藥、書符、導引時真。筆蹤灑落, 彩畫因循, 當代名流, 皆推畫手。蜀檢校太傅安公（思謙）, 好古博雅, 唐時名畫, 人皆獻之。黃筌、滕昌祐、石恪皆在其門館, 賓禮優厚。甲寅歲十一月十一日, 值蜀主誕生之辰, 安公進素卿所畫《十二仙真形》十二幀。蜀主耽玩歎賞者久, 因命翰林學士禮部侍郎歐陽炯次第贊之, 令翰林待詔黃居寶八分書題之。凡有醮奏, 於玉局開懸供養。乾德三年, 聖朝克復, 吏部"
icon_f4268986,太無先生像,Portrait,張素卿,《益州名画录》,卷上·妙格上品,"道士張素卿者, 簡州人也。少孤貧, 性好畫, 在川主譙國夏侯公（孜）宅, 多見隋唐名畫。藝成之後, 落拓無羈束, 遂衣道士服。唯畫道門尊像, 豪貴之家, 少得其畫者。乾符中, 居青城山常道觀焚修。至中和元年, 僖宗皇帝遣使與賜紫道士杜光庭, 封丈人山為希夷公。癸卯歲, 素卿上表云: “五岳既已封王, 丈人位居五岳之上, 不可稱公。”是歲勅宜改封五嶽丈人為希夷真君, 素卿賜紫。素卿有《老子過流沙圖》《五岳朝真圖》《九皇圖》《五星圖》《老人星圖》《二十四化真人像》《太無先生像》。素卿於諸圖畫而能敏速, 落錐之後, 下筆如神, 自始及終, 更無改正。今龍興觀甚有畫壁, 年深皆盡頹損, 餘張百子堂板龕內門兩畔《龍虎》兩軀, 素卿筆, 見存。王蜀先主修青城山丈人觀, 請素卿於丈人真君殿上畫五岳四瀆、十二溪女、山林溪沼樹木諸神, 及岳瀆曹吏, 詭怪之質, 生於筆端, 上殿觀者, 無不恐懼。又於簡州開元觀畫容成子、董仲舒、嚴君平、李阿、馬自然、葛玄、長壽仙、黃初平、葛永璝、竇子明、左慈、蘇耽十二仙君像, 各寫當初賣卜、賈藥、書符、導引時真。筆蹤灑落, 彩畫因循, 當代名流, 皆推畫手。蜀檢校太傅安公（思謙）, 好古博雅, 唐時名畫, 人皆獻之。黃筌、滕昌祐、石恪皆在其門館, 賓禮優厚。甲寅歲十一月十一日, 值蜀主誕生之辰, 安公進素卿所畫《十二仙真形》十二幀。蜀主耽玩歎賞者久, 因命翰林學士禮部侍郎歐陽炯次第贊之, 令翰林待詔黃居寶八分書題之。凡有醮奏, 於玉局開懸供養。乾德三年, 聖朝克復, 吏部"
icon_1270dd9c,龍虎,Mythological Creature,張素卿,《益州名画录》,卷上·妙格上品,"道士張素卿者, 簡州人也。少孤貧, 性好畫, 在川主譙國夏侯公（孜）宅, 多見隋唐名畫。藝成之後, 落拓無羈束, 遂衣道士服。唯畫道門尊像, 豪貴之家, 少得其畫者。乾符中, 居青城山常道觀焚修。至中和元年, 僖宗皇帝遣使與賜紫道士杜光庭, 封丈人山為希夷公。癸卯歲, 素卿上表云: “五岳既已封王, 丈人位居五岳之上, 不可稱公。”是歲勅宜改封五嶽丈人為希夷真君, 素卿賜紫。素卿有《老子過流沙圖》《五岳朝真圖》《九皇圖》《五星圖》《老人星圖》《二十四化真人像》《太無先生像》。素卿於諸圖畫而能敏速, 落錐之後, 下筆如神, 自始及終, 更無改正。今龍興觀甚有畫壁, 年深皆盡頹損, 餘張百子堂板龕內門兩畔《龍虎》兩軀, 素卿筆, 見存。王蜀先主修青城山丈人觀, 請素卿於丈人真君殿上畫五岳四瀆、十二溪女、山林溪沼樹木諸神, 及岳瀆曹吏, 詭怪之質, 生於筆端, 上殿觀者, 無不恐懼。又於簡州開元觀畫容成子、董仲舒、嚴君平、李阿、馬自然、葛玄、長壽仙、黃初平、葛永璝、竇子明、左慈、蘇耽十二仙君像, 各寫當初賣卜、賈藥、書符、導引時真。筆蹤灑落, 彩畫因循, 當代名流, 皆推畫手。蜀檢校太傅安公（思謙）, 好古博雅, 唐時名畫, 人皆獻之。黃筌、滕昌祐、石恪皆在其門館, 賓禮優厚。甲寅歲十一月十一日, 值蜀主誕生之辰, 安公進素卿所畫《十二仙真形》十二幀。蜀主耽玩歎賞者久, 因命翰林學士禮部侍郎歐陽炯次第贊之, 令翰林待詔黃居寶八分書題之。凡有醮奏, 於玉局開懸供養。乾德三年, 聖朝克復, 吏部"
icon_bca7b23c,十二仙真形,Religious Figure,張素卿,《益州名画录》,卷上·妙格上品,"道士張素卿者, 簡州人也。少孤貧, 性好畫, 在川主譙國夏侯公（孜）宅, 多見隋唐名畫。藝成之後, 落拓無羈束, 遂衣道士服。唯畫道門尊像, 豪貴之家, 少得其畫者。乾符中, 居青城山常道觀焚修。至中和元年, 僖宗皇帝遣使與賜紫道士杜光庭, 封丈人山為希夷公。癸卯歲, 素卿上表云: “五岳既已封王, 丈人位居五岳之上, 不可稱公。”是歲勅宜改封五嶽丈人為希夷真君, 素卿賜紫。素卿有《老子過流沙圖》《五岳朝真圖》《九皇圖》《五星圖》《老人星圖》《二十四化真人像》《太無先生像》。素卿於諸圖畫而能敏速, 落錐之後, 下筆如神, 自始及終, 更無改正。今龍興觀甚有畫壁, 年深皆盡頹損, 餘張百子堂板龕內門兩畔《龍虎》兩軀, 素卿筆, 見存。王蜀先主修青城山丈人觀, 請素卿於丈人真君殿上畫五岳四瀆、十二溪女、山林溪沼樹木諸神, 及岳瀆曹吏, 詭怪之質, 生於筆端, 上殿觀者, 無不恐懼。又於簡州開元觀畫容成子、董仲舒、嚴君平、李阿、馬自然、葛玄、長壽仙、黃初平、葛永璝、竇子明、左慈、蘇耽十二仙君像, 各寫當初賣卜、賈藥、書符、導引時真。筆蹤灑落, 彩畫因循, 當代名流, 皆推畫手。蜀檢校太傅安公（思謙）, 好古博雅, 唐時名畫, 人皆獻之。黃筌、滕昌祐、石恪皆在其門館, 賓禮優厚。甲寅歲十一月十一日, 值蜀主誕生之辰, 安公進素卿所畫《十二仙真形》十二幀。蜀主耽玩歎賞者久, 因命翰林學士禮部侍郎歐陽炯次第贊之, 令翰林待詔黃居寶八分書題之。凡有醮奏, 於玉局開懸供養。乾德三年, 聖朝克復, 吏部"
icon_4bb324cd,如來,Religious Figure,辛澄,《益州名画录》,卷上·妙格中品,"辛澄者, 不知何許人也。建中元年, 大聖慈寺南畔創立僧伽和尚堂, 請澄畫焉。纔欲援筆, 有一胡人云, 僕有泗州真本, 一見甚奇, 遂依樣描寫。及諸變相未畢, 蜀城士女瞻仰儀容者側足, 將燈香供養者如驅, 今已重粧損矣。普賢閣下五《如來》同坐一蓮花, 及鄰壁《小佛》九身, 閣裏內《如意輪菩薩》, 並澄之筆, 見存。"
icon_080ff993,小佛,Religious Figure,辛澄,《益州名画录》,卷上·妙格中品,"辛澄者, 不知何許人也。建中元年, 大聖慈寺南畔創立僧伽和尚堂, 請澄畫焉。纔欲援筆, 有一胡人云, 僕有泗州真本, 一見甚奇, 遂依樣描寫。及諸變相未畢, 蜀城士女瞻仰儀容者側足, 將燈香供養者如驅, 今已重粧損矣。普賢閣下五《如來》同坐一蓮花, 及鄰壁《小佛》九身, 閣裏內《如意輪菩薩》, 並澄之筆, 見存。"
icon_c1aff9f8,如意輪菩薩,Religious Figure,辛澄,《益州名画录》,卷上·妙格中品,"辛澄者, 不知何許人也。建中元年, 大聖慈寺南畔創立僧伽和尚堂, 請澄畫焉。纔欲援筆, 有一胡人云, 僕有泗州真本, 一見甚奇, 遂依樣描寫。及諸變相未畢, 蜀城士女瞻仰儀容者側足, 將燈香供養者如驅, 今已重粧損矣。普賢閣下五《如來》同坐一蓮花, 及鄰壁《小佛》九身, 閣裏內《如意輪菩薩》, 並澄之筆, 見存。"
icon_0888a991,帝釋,Religious Figure,辛澄,《益州名画录》,卷上·妙格中品,"洪度者, 蜀人也。元和中, 府主相國武公（元衡）請於大聖慈寺東廊下維摩詰堂內, 畫《帝釋》《梵王》兩堵, 笙竽鼓吹, 天人姿態, 筆蹤妍麗, 時之妙手, 莫能偕焉。會昌前諸寺圖畫亦多除毀, 後餘此一處。"
icon_5528ec03,梵王,Religious Figure,辛澄,《益州名画录》,卷上·妙格中品,"洪度者, 蜀人也。元和中, 府主相國武公（元衡）請於大聖慈寺東廊下維摩詰堂內, 畫《帝釋》《梵王》兩堵, 笙竽鼓吹, 天人姿態, 筆蹤妍麗, 時之妙手, 莫能偕焉。會昌前諸寺圖畫亦多除毀, 後餘此一處。"
icon_dda0539a,菩薩變相,Religious Figure,左全,《益州名画录》,卷上·妙格中品,"左全者, 蜀人也。世傳圖畫, 跡本名家。寶曆年中, 聲馳闕下。於大聖慈寺中殿畫《維摩變相》《師子國王》《菩薩變相》, 三學院門上《三乘漸次修行變相》《降魔變相》, 文殊閣東畔《水月觀音》《千手眼大悲變相》, 極樂院門兩《金剛》, 西廊下《金剛經驗》及《金光明經變相》, 前寺南廊下《行道二十八祖》, 北廊下《行道羅漢》六十餘軀, 多寶塔下做長安景公寺吳道玄《地獄變相》。當時吳生畫此地獄相, 都人咸觀, 懼罪修善, 兩市屠沽, 經月不售。王蜀時令雜手重粧, 已損, 惟存大體也。大中初, 又於聖壽寺大殿畫《維摩詰變相》一堵, 樓閣, 樹石, 花雀, 人物, 冠冕, 蕃漢異服, 皆得其妙, 今見存。"
icon_632b395b,水月觀音,Religious Figure,左全,《益州名画录》,卷上·妙格中品,"左全者, 蜀人也。世傳圖畫, 跡本名家。寶曆年中, 聲馳闕下。於大聖慈寺中殿畫《維摩變相》《師子國王》《菩薩變相》, 三學院門上《三乘漸次修行變相》《降魔變相》, 文殊閣東畔《水月觀音》《千手眼大悲變相》, 極樂院門兩《金剛》, 西廊下《金剛經驗》及《金光明經變相》, 前寺南廊下《行道二十八祖》, 北廊下《行道羅漢》六十餘軀, 多寶塔下做長安景公寺吳道玄《地獄變相》。當時吳生畫此地獄相, 都人咸觀, 懼罪修善, 兩市屠沽, 經月不售。王蜀時令雜手重粧, 已損, 惟存大體也。大中初, 又於聖壽寺大殿畫《維摩詰變相》一堵, 樓閣, 樹石, 花雀, 人物, 冠冕, 蕃漢異服, 皆得其妙, 今見存。"
icon_18a57b44,金剛,Religious Figure,左全,《益州名画录》,卷上·妙格中品,"左全者, 蜀人也。世傳圖畫, 跡本名家。寶曆年中, 聲馳闕下。於大聖慈寺中殿畫《維摩變相》《師子國王》《菩薩變相》, 三學院門上《三乘漸次修行變相》《降魔變相》, 文殊閣東畔《水月觀音》《千手眼大悲變相》, 極樂院門兩《金剛》, 西廊下《金剛經驗》及《金光明經變相》, 前寺南廊下《行道二十八祖》, 北廊下《行道羅漢》六十餘軀, 多寶塔下做長安景公寺吳道玄《地獄變相》。當時吳生畫此地獄相, 都人咸觀, 懼罪修善, 兩市屠沽, 經月不售。王蜀時令雜手重粧, 已損, 惟存大體也。大中初, 又於聖壽寺大殿畫《維摩詰變相》一堵, 樓閣, 樹石, 花雀, 人物, 冠冕, 蕃漢異服, 皆得其妙, 今見存。"
icon_20edf730,金剛經驗,Religious Figure,左全,《益州名画录》,卷上·妙格中品,"左全者, 蜀人也。世傳圖畫, 跡本名家。寶曆年中, 聲馳闕下。於大聖慈寺中殿畫《維摩變相》《師子國王》《菩薩變相》, 三學院門上《三乘漸次修行變相》《降魔變相》, 文殊閣東畔《水月觀音》《千手眼大悲變相》, 極樂院門兩《金剛》, 西廊下《金剛經驗》及《金光明經變相》, 前寺南廊下《行道二十八祖》, 北廊下《行道羅漢》六十餘軀, 多寶塔下做長安景公寺吳道玄《地獄變相》。當時吳生畫此地獄相, 都人咸觀, 懼罪修善, 兩市屠沽, 經月不售。王蜀時令雜手重粧, 已損, 惟存大體也。大中初, 又於聖壽寺大殿畫《維摩詰變相》一堵, 樓閣, 樹石, 花雀, 人物, 冠冕, 蕃漢異服, 皆得其妙, 今見存。"
icon_5028ade2,行道羅漢,Religious Figure,左全,《益州名画录》,卷上·妙格中品,"左全者, 蜀人也。世傳圖畫, 跡本名家。寶曆年中, 聲馳闕下。於大聖慈寺中殿畫《維摩變相》《師子國王》《菩薩變相》, 三學院門上《三乘漸次修行變相》《降魔變相》, 文殊閣東畔《水月觀音》《千手眼大悲變相》, 極樂院門兩《金剛》, 西廊下《金剛經驗》及《金光明經變相》, 前寺南廊下《行道二十八祖》, 北廊下《行道羅漢》六十餘軀, 多寶塔下做長安景公寺吳道玄《地獄變相》。當時吳生畫此地獄相, 都人咸觀, 懼罪修善, 兩市屠沽, 經月不售。王蜀時令雜手重粧, 已損, 惟存大體也。大中初, 又於聖壽寺大殿畫《維摩詰變相》一堵, 樓閣, 樹石, 花雀, 人物, 冠冕, 蕃漢異服, 皆得其妙, 今見存。"
