person_id,person_name,relation_type,related_person_id,related_person_name,role_person,role_related,source_book,source_chapter,source_text
meso_李林甫,李林甫,Kinship,unknown_李思诲,李思诲,Son,Father,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
unknown_李昭道,李昭道,Kinship,meso_李林甫,李林甫,Younger Brother,Older Brother,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
meso_李凑,李凑,Kinship,meso_李林甫,李林甫,Nephew,Uncle,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
unknown_韦无纵,韦无纵,Kinship,meso_韦无忝,韦无忝,Younger Brother,Older Brother,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
unknown_韦敬,韦敬,Kinship,unknown_韦周,韦周,Son,Father,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
unknown_殷仲容,殷仲容,Kinship,meso_殷闻礼,殷闻礼,Son,Father,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
unknown_李士昉,李士昉,Kinship,meso_李果奴,李果奴,Grandson,Grandfather,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
unknown_耿昌期,耿昌期,Kinship,meso_耿昌言,耿昌言,Younger Brother,Older Brother,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
unknown_韩文肃,韩文肃,Kinship,meso_韩嶷,韩嶷,Son,Father,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
unknown_齐暎,齐暎,Kinship,unknown_齐皎,齐皎,Younger Brother,Older Brother,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
unknown_韦銮,韦銮,Kinship,meso_韦鉴,韦鉴,Younger Brother,Older Brother,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
unknown_陈积善,陈积善,Kinship,meso_陈恪,陈恪,Son,Father,《历代名画记》,第一卷 冯提伽,汉王元昌弟韩王元嘉，滕王元婴　阎立德弟立本　张孝师范长寿　何长寿　尉迟乙僧　刘孝思　靳智翼　王定　梁宽　吴智敏　康萨陀　王知慎　王韶应　檀智敏　杨须跋　赵武端　范龙树　周乌孙　杨德绍　陈义　殷[1]殷季友　许琨　僧法明　钱国养　左文通　王陁子　牛昭　吴道子　张爱儿　杨惠之　员明　程进　韩伯通　窦弘果　毛婆罗　孙仁贵　金忠义　翟琰　李生　张藏　杨庭光　卢稜伽　姚景仙　武静藏　董崿　陈静心弟静眼　程雅　杨坦　杨仙乔　解倩　冯绍正　姜皎　李思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑　薛稷　郎馀令　曹元廓　刘行臣　畅䛒[2]子明瑾　杨宁　杨昇　张萱　尹琳　李仲昌　李嗣真　韦无忝弟无纵　朱抱一　竺元标　蔡金刚　毛嵩　姚彦山　程逊　董好子　杨树儿　耿纯　任贞亮　陆庭曜　畅整　李相国　陈悫　刘智敏　史晟　何君墨　京元成　崔霞　冷元琇　马光业　李蛮子　马树鹰　祝丘　潘细衣　周子敬　段去惑　僧智瑰　殷令名　殷闻礼子仲容　谈皎　僧金刚三藏　张遵礼　王绍宗　宋令文　司马承祯　卢鸿　释翛然　郑虔　郑逾　曹霸　李果奴果奴孙士昉　韩幹　孔荣　陈闳　孟仲晖　杜景祥　王允之　王维　张諲　刘方平　王熊　王象　田琦窦师纶　江都王绪　李逖　李平钧　崔阳元　李炅　张维亘　李滔　张通　耿昌言弟昌期　周古言　严杲　杨德本　具俊　李韶　魏晋孙　蒯廉　白旻　韩嶷子文肃　陈庭　高江　车道政　滕王湛然　齐皎皎弟暎　朱审　王宰　毕宏　杨炎　史瓒　裴谞　韦鉴弟銮，子鶠　张璪陈昙　顾况　沈宁　刘商　刘整　刘之奇　边鸾　于锡　强颖　梁广　陈庶　陈恪恪子积善　戴重席　刘之章　周昉　赵博文兄博宣　王朏　郑寓　韩滉　戴嵩嵩弟峄李渐子仲和　萧祐　周太素　麹庭萧悦　张志和　侯莫陈厦　僧道芬　郑町　梁洽　项容　吴恬　王默
