lit_id,target_ref,source_book,source_chapter,author_ref,quality_rank,source_text
lit_0ba79bf5,张萱,《历代名画记》,卷十 唐朝下,张彦远,,周昉，字景玄，官至宣州长史。初效张萱画，后则小异，颇极风姿，全法衣冠，不近闾里。衣裳劲简，彩色柔丽。菩萨端严，妙创水月之体。《蜂蝶图》《按筝图》《杨真人》《陆真人图》《五星图》传于代。
lit_c00d2e02,赵博文,《历代名画记》,卷十 唐朝下,张彦远,,赵博文，尚书左丞涓之子也。画子母犬、兔，善写貌，应进士不第。
lit_d9751264,郑寓,《历代名画记》,卷十 唐朝下,张彦远,,郑寓，善果之后也。学昉画天王、菩萨，有思。
lit_6ba02a8b,韩滉,《历代名画记》,卷十 唐朝下,张彦远,,韩滉，字太冲，官至金紫光禄大夫、浙东西两道节度使、左仆射、同平章事，封晋国公。贞元三年，年六十五，赠太傅，谥忠肃。工隶书、章草，杂画颇得形似，牛羊最佳。
lit_a20b91ca,戴嵩,《历代名画记》,卷十 唐朝下,张彦远,,戴嵩，韩晋公之镇浙右，署为巡官。师晋公之画，不善他物，唯善水牛而已。田家、川原，亦有意。
lit_5a5241eb,李渐,《历代名画记》,卷十 唐朝下,张彦远,,李渐，官至忻州刺史，善蕃人蕃马、骑射、射雕。放牧、川原之妙，笔迹气调，古今亡俦。
lit_14d74d69,萧祐,《历代名画记》,卷十 唐朝下,张彦远,,萧祐，画山水，甚有意思，为桂州观察使。
lit_d46d0047,萧祐,《历代名画记》,卷十 唐朝下,张彦远,,萧祐，所画山水十分有意蕴和思想，任职桂州观察使。
lit_85789e1e,周太素,《历代名画记》,卷十 唐朝下,张彦远,,周太素，终尚书郎。善画花鸟、佛像。
lit_7825e081,周太素,《历代名画记》,卷十 唐朝下,张彦远,,周太素，官至尚书郎。善画花鸟、佛像题材。
lit_734188b9,萧悦,《历代名画记》,卷十 唐朝下,张彦远,,萧悦，协律郎。工竹一色，有雅趣。
lit_5ed6475b,萧悦,《历代名画记》,卷十 唐朝下,张彦远,,萧悦，担任协律郎。专攻画竹，画作有雅趣。
lit_b75bc126,张志和,《历代名画记》,卷十 唐朝下,张彦远,,张志和，字子同，会稽人。性高迈，不拘检，自称“烟波钓徒”，著《玄真子》十卷。书迹狂逸，自为渔歌，便画之，甚有逸思。肃宗朝，官至左金吾卫、录事参军。本名龟龄，诏改之。颜鲁公与之善，陆羽等尝为食客。
lit_8c0283d7,侯莫陈厦,《历代名画记》,卷十 唐朝下,张彦远,,侯莫陈厦，字重构。工山水，用意极精。
lit_60257157,侯莫陈厦,《历代名画记》,卷十 唐朝下,张彦远,,侯莫陈厦，字重构。善画山水，绘画意韵极其精妙。
lit_ed91e449,郑町,《历代名画记》,卷十 唐朝下,张彦远,,会稽僧道芬、郑町处士、荥阳人。梁洽处士，天台项容处士，青州吴恬处士，一名玢，字建康。已上并画山水。道芬格高，郑町淡雅，梁洽美秀，项容顽涩，吴恬险巧。恬有《画山水录》，记平生所画在绢素者，凡百余面，传之好事。自云：“初梦寐有神人指授画法。”恬好为顽石，气象深险；能为云，而气象蓊格。
lit_abac1fff,项容,《历代名画记》,卷十 唐朝下,张彦远,,会稽僧道芬、郑町处士、荥阳人。梁洽处士，天台项容处士，青州吴恬处士，一名玢，字建康。已上并画山水。道芬格高，郑町淡雅，梁洽美秀，项容顽涩，吴恬险巧。恬有《画山水录》，记平生所画在绢素者，凡百余面，传之好事。自云：“初梦寐有神人指授画法。”恬好为顽石，气象深险；能为云，而气象蓊格。
lit_1fbd4d0b,梁洽,《历代名画记》,卷十 唐朝下,张彦远,,会稽僧道芬、郑町处士、荥阳人。梁洽处士，天台项容处士，青州吴恬处士，一名玢，字建康。已上并画山水。道芬格高，郑町淡雅，梁洽美秀，项容顽涩，吴恬险巧。恬有《画山水录》，记平生所画在绢素者，凡百余面，传之好事。自云：“初梦寐有神人指授画法。”恬好为顽石，气象深险；能为云，而气象蓊格。
lit_fd53e849,道芬,《历代名画记》,卷十 唐朝下,张彦远,,会稽僧道芬、郑町处士、荥阳人。梁洽处士，天台项容处士，青州吴恬处士，一名玢，字建康。已上并画山水。道芬格高，郑町淡雅，梁洽美秀，项容顽涩，吴恬险巧。恬有《画山水录》，记平生所画在绢素者，凡百余面，传之好事。自云：“初梦寐有神人指授画法。”恬好为顽石，气象深险；能为云，而气象蓊格。
lit_131abf8a,吴恬,《历代名画记》,卷十 唐朝下,张彦远,,会稽僧道芬、郑町处士、荥阳人。梁洽处士，天台项容处士，青州吴恬处士，一名玢，字建康。已上并画山水。道芬格高，郑町淡雅，梁洽美秀，项容顽涩，吴恬险巧。恬有《画山水录》，记平生所画在绢素者，凡百余面，传之好事。自云：“初梦寐有神人指授画法。”恬好为顽石，气象深险；能为云，而气象蓊格。
lit_be3ef913,项容,《历代名画记》,卷十 唐朝下,张彦远,,王默，师项容，风颠酒狂。画松石、山水，虽乏高奇，流俗亦好。醉后以头髻取墨，抵于绢画。王默早年授笔法于台州郑广文虔。贞元末，于润州殁，举柩若空，时人皆云化去。平生大有奇事，顾著作知新亭监时，默请为海中都巡，问其意，云“要见海中山水耳”。为职半年，解去。尔后落笔有奇趣，顾生乃其弟子耳。彦远从兄监察御史厚，与余具道此事，然余不甚觉默画有奇。
lit_57bd04fd,王默,《历代名画记》,卷十 唐朝下,张彦远,,王默，师项容，风颠酒狂。画松石、山水，虽乏高奇，流俗亦好。醉后以头髻取墨，抵于绢画。王默早年授笔法于台州郑广文虔。贞元末，于润州殁，举柩若空，时人皆云化去。平生大有奇事，顾著作知新亭监时，默请为海中都巡，问其意，云“要见海中山水耳”。为职半年，解去。尔后落笔有奇趣，顾生乃其弟子耳。彦远从兄监察御史厚，与余具道此事，然余不甚觉默画有奇。
