lit_id,target_ref,source_book,source_chapter,author_ref,quality_rank,source_text
lit_5596a35b,师于阎,《历代名画记》,卷九 唐朝上,僧悰,,王知慎，中品下。终少府监。工书画，与兄知敬齐名。僧悰云：“师于阎，写貌及之，笔力爽利，风采不凡。”在张孝师下。
lit_94b34111,王知慎,《历代名画记》,卷九 唐朝上,僧悰,中品下,王知慎，中品下。终少府监。工书画，与兄知敬齐名。僧悰云：“师于阎，写貌及之，笔力爽利，风采不凡。”在张孝师下。
lit_d469ba1e,王韶应,《历代名画记》,卷九 唐朝上,张彦远,,王韶应，或作“韶隐”。画鬼神，深有气韵。窦云：“善山水、人马。”
lit_12e2dc59,檀智敏,《历代名画记》,卷九 唐朝上,”僧悰,中品,檀智敏，中品。为振武校尉。窦云：“师于董伯仁。”僧悰云：“栋宇楼台，阴阳向背，历观前古，独见斯人。”《游春戏艺图》传于世。
lit_cd3ae314,董伯仁,《历代名画记》,卷九 唐朝上,”僧悰,,檀智敏，中品。为振武校尉。窦云：“师于董伯仁。”僧悰云：“栋宇楼台，阴阳向背，历观前古，独见斯人。”《游春戏艺图》传于世。
lit_0ca7a259,范龙树,《历代名画记》,卷九 唐朝上,张彦远,,杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。
lit_0745e0fe,杨德绍,《历代名画记》,卷九 唐朝上,张彦远,,杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。
lit_ca5d2a2e,周乌孙,《历代名画记》,卷九 唐朝上,张彦远,,杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。
lit_5f3ae120,杨须跋,《历代名画记》,卷九 唐朝上,张彦远,中品,杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。
lit_d26ed770,赵武端,《历代名画记》,卷九 唐朝上,张彦远,,杨须跋、中品。赵武端、下品。范龙树、下品。周乌孙、下品。杨德绍，下品。已上五人，国初擅名。
lit_c4ce74fc,陈义,《历代名画记》,卷九 唐朝上,张彦远,,陈义，国初丞相叔达之玄孙，尤工写貌。玄宗少与之善，特承恩遇，为武德、南薰、中尚等使，银青光禄大夫、少府监。
lit_dc8321b2,钱国养,《历代名画记》,卷九 唐朝上,”彦远,,钱国养，开元中，善写貌，海内推服。窦云：“衣裳凡鄙，未离贱工，格律自高，足为出众。”彦远云：“既言凡鄙贱工，安得格律出众？窦君两句之评，自相矛盾。”
lit_dd45dd7b,左文通,《历代名画记》,卷九 唐朝上,张彦远,,左文通，善写貌。
lit_bffbfb94,左文通,《历代名画记》,卷九 唐朝上,张彦远,,左文通，擅长画人物肖像。
lit_2e487888,李生,《历代名画记》,卷九 唐朝上,张彦远,,李生，失名，亦吴弟子。善画地狱佛像，有类于吴而稍劣。
lit_1977bd15,张藏,《历代名画记》,卷九 唐朝上,张彦远,,张藏，亦吴弟子也。裁度粗快，思若涌泉，寺壁十间，不旬而毕。然“六法”不及师之门墙。亦好细画。
lit_1f293fd1,杨庭光,《历代名画记》,卷九 唐朝上,张彦远,,杨庭光，与吴同时。佛像经变、杂画、山水极妙。颇有似吴生处，但下笔稍细耳。
lit_688bce56,武静藏,《历代名画记》,卷九 唐朝上,张彦远,,武静藏，善画鬼神，有气韵。东都敬爱寺东山亭院，地狱变画，甚妙。
lit_d2b98638,董崿,《历代名画记》,卷九 唐朝上,张彦远,,董崿，字重照，开元中多在尚方。善杂画，车牛最推其妙。《盘车图》余亦曾模之。
lit_9e7e12dd,陈静心,《历代名画记》,卷九 唐朝上,张彦远,,陈静心，善寺壁。弟静眼，善地狱、山水。
lit_3bffd1c1,程雅,《历代名画记》,卷九 唐朝上,张彦远,,程雅，善杂画。
lit_7a6616d9,程雅,《历代名画记》,卷九 唐朝上,张彦远,,程雅，善于画杂画。
lit_24867d2e,杨仙乔,《历代名画记》,卷九 唐朝上,张彦远,,杨坦、杨仙乔，并长安人，好图佛寺、鬼神。坦子爽，亦善之。
lit_92a42e8e,杨坦,《历代名画记》,卷九 唐朝上,张彦远,,杨坦、杨仙乔，并长安人，好图佛寺、鬼神。坦子爽，亦善之。
lit_3e623913,解倩,《历代名画记》,卷九 唐朝上,张彦远,,解倩，善鬼神。
lit_c103fa5f,解倩,《历代名画记》,卷九 唐朝上,张彦远,,解倩，善画鬼神。
lit_d3d3fbe4,冯绍正,《历代名画记》,卷九 唐朝上,张彦远,,冯绍正，开元中，任少府监，八年，为户部侍郎。尤善鹰鹘鸡雉，尽其形态，觜眼脚爪，毛彩俱妙。曾于禁中画五龙堂，亦称其善，有降云蓄雨之感。
lit_51310d34,姜皎,《历代名画记》,卷九 唐朝上,张彦远,,姜皎，上邽人。善鹰鸟。玄宗在藩时，为尚衣奉御，有先识之明。玄宗即位，累官至太常卿，封楚国公。开元五年，以事废，复拜银青光禄大夫、秘书监。十年，复流钦州。
lit_36b3fa1f,姜皎,《历代名画记》,卷九 唐朝上,张彦远,,姜皎，上邽人。善画鹰。唐玄宗在藩国时，姜皎任职尚衣奉御，他有先见之明。唐玄宗即位后，姜皎不断升迁，官至太常卿，被封为楚国公。开元五年因事被废，后又授银青光禄大夫、秘书监。开元十年，被流放到钦州。
lit_97f2107c,李思训,《历代名画记》,卷九 唐朝上,张彦远,,李思训，宗室也，即林甫之伯父。早以艺称于当时，一家五人，并善丹青。思训弟思诲，思诲子林甫，林甫弟昭道，林甫侄凑。世咸重之，书画称一时之妙。官至左武卫大将军，封彭城公，开元六年赠秦州都督。其画山水、树石，笔格遒劲，湍濑潺湲，云霞缥缈，时睹神仙之事，窅然岩岭之幽。时人谓之“大李将军”其人也。
lit_8d051bb1,李林甫,《历代名画记》,卷九 唐朝上,与林甫诗,,李林甫，亦善丹青。高詹事与林甫诗曰：“兴中唯白云，身外即丹青。”余曾见其画迹甚佳，山水小类李中舍也。
lit_c2d1f4ea,李凑,《历代名画记》,卷九 唐朝上,张彦远,,李凑，林甫之侄也。初为广陵仓曹，天宝中贬明州象山县尉，年二十八。尤工绮罗人物，为时惊绝。本师阎令，但笔迹疏散，言其媚态，则尽美矣。
lit_9828133e,薛稷,《历代名画记》,卷九 唐朝上,张彦远,,薛稷，字嗣通，河东汾阴人。道衡之曾孙，元超之从子。词学名家，轩冕继代。景龙末为谏议大夫、昭文馆学士，多才藻，工书画。薛稷外祖魏文贞公富有书画，多虞、褚手写表疏。稷锐意模学，穷年忘倦。睿宗在藩，特见引遇，拜黄门、中书侍郎，礼、工二部尚书。先天二年，官至银青光禄大夫、太子少保，封晋国公。窦怀贞累之，年六十九。尤善花鸟、人物、杂画，画鹤知名，屏风六扇鹤样，自稷始也。
lit_f04886c4,师于阎,《历代名画记》,卷九 唐朝上,张彦远,,曹元廓，天后朝为朝散大夫、左尚方令。师于阎，工骑猎、人马、山水，善于布置。天后铸九鼎于东都，备九州山川物产，诏命元廓画样，锺绍京书，时称绝妙。后周、北齐、梁、陈、隋、武德、贞观、永徽等朝臣图，高祖、太宗诸子图，《秦府学士图》《凌烟图》，皆传于代，徐峤之题。
lit_edeb98c9,曹元廓,《历代名画记》,卷九 唐朝上,张彦远,,曹元廓，天后朝为朝散大夫、左尚方令。师于阎，工骑猎、人马、山水，善于布置。天后铸九鼎于东都，备九州山川物产，诏命元廓画样，锺绍京书，时称绝妙。后周、北齐、梁、陈、隋、武德、贞观、永徽等朝臣图，高祖、太宗诸子图，《秦府学士图》《凌烟图》，皆传于代，徐峤之题。
lit_164f3888,刘行臣,《历代名画记》,卷九 唐朝上,张彦远,,刘行臣，善画鬼神，精采洒落，类王韶应。东都敬爱寺山亭院西壁，有鬼神抱野鸡，实为妙手。
lit_7dd7ea47,王韶应,《历代名画记》,卷九 唐朝上,张彦远,,刘行臣，善画鬼神，精采洒落，类王韶应。东都敬爱寺山亭院西壁，有鬼神抱野鸡，实为妙手。
lit_ca805185,杨昇,《历代名画记》,卷九 唐朝上,张彦远,,杨宁、杨昇、《望贤宫图》《安禄山真》。张萱，已上三人并善画人物。宁以开元十一年为史馆画直，萱好画妇女、婴儿。有《妓女图》《乳母将婴儿图》《按羯鼓图》《秋千图》《虢国夫人出游图》传于代。
lit_e37aa9e2,杨宁,《历代名画记》,卷九 唐朝上,张彦远,,杨宁、杨昇、《望贤宫图》《安禄山真》。张萱，已上三人并善画人物。宁以开元十一年为史馆画直，萱好画妇女、婴儿。有《妓女图》《乳母将婴儿图》《按羯鼓图》《秋千图》《虢国夫人出游图》传于代。
lit_e587f8e5,张萱,《历代名画记》,卷九 唐朝上,张彦远,,杨宁、杨昇、《望贤宫图》《安禄山真》。张萱，已上三人并善画人物。宁以开元十一年为史馆画直，萱好画妇女、婴儿。有《妓女图》《乳母将婴儿图》《按羯鼓图》《秋千图》《虢国夫人出游图》传于代。
lit_5b3166f1,杨昇,《历代名画记》,卷九 唐朝上,张彦远,,杨宁、杨昇、绘有《望贤宫图》《安禄山真》。张萱，以上三人都擅画人物。杨宁在开元十一年时任史馆画直，张萱喜好画妇人、婴孩。有作品《妓女图》《乳母将婴儿图》《按羯鼓图》《秋千图》《虢国夫人出游图》流传于世。
lit_52bd0e77,杨宁,《历代名画记》,卷九 唐朝上,张彦远,,杨宁、杨昇、绘有《望贤宫图》《安禄山真》。张萱，以上三人都擅画人物。杨宁在开元十一年时任史馆画直，张萱喜好画妇人、婴孩。有作品《妓女图》《乳母将婴儿图》《按羯鼓图》《秋千图》《虢国夫人出游图》流传于世。
lit_0d30922d,张萱,《历代名画记》,卷九 唐朝上,张彦远,,杨宁、杨昇、绘有《望贤宫图》《安禄山真》。张萱，以上三人都擅画人物。杨宁在开元十一年时任史馆画直，张萱喜好画妇人、婴孩。有作品《妓女图》《乳母将婴儿图》《按羯鼓图》《秋千图》《虢国夫人出游图》流传于世。
lit_c89774c3,尹琳,《历代名画记》,卷九 唐朝上,张彦远,,尹琳，善佛事、神鬼、寺壁。高宗时得名，笔迹快利。今京师慈恩寺塔下南面师利、普贤，极妙。李仲昌、李嗣真并琳弟子，并善佛道鬼神。
lit_6d2482c6,李嗣真,《历代名画记》,卷九 唐朝上,张彦远,,尹琳，善佛事、神鬼、寺壁。高宗时得名，笔迹快利。今京师慈恩寺塔下南面师利、普贤，极妙。李仲昌、李嗣真并琳弟子，并善佛道鬼神。
lit_983e263b,李仲昌,《历代名画记》,卷九 唐朝上,张彦远,,尹琳，善佛事、神鬼、寺壁。高宗时得名，笔迹快利。今京师慈恩寺塔下南面师利、普贤，极妙。李仲昌、李嗣真并琳弟子，并善佛道鬼神。
lit_70abc202,韦无忝,《历代名画记》,卷九 唐朝上,张彦远,,韦无忝，官至左武卫将军，善鞍马、鹘、象、鹰图，杂兽皆妙。
lit_8ee1522a,韦无忝,《历代名画记》,卷九 唐朝上,张彦远,,韦无忝，官至左武卫将军，擅长画鞍马、鹘、象、鹰等图，其他野兽也画得十分精妙。
lit_e6875527,韦无踪,《历代名画记》,卷九 唐朝上,张彦远,,韦无踪，乃无忝弟，善写貌。
lit_9280c918,朱抱一,《历代名画记》,卷九 唐朝上,张彦远,,朱抱一，开元二十二年，直集贤。善写貌，写张果先生真，为好事所传。
lit_1f80756a,任贞亮,《历代名画记》,卷九 唐朝上,张彦远,,任贞亮，开元中，直集贤。时有画直邵斋钦，书手吉旷，皆解画。
lit_bc06a363,任贞亮,《历代名画记》,卷九 唐朝上,张彦远,,任贞亮，开元年间在集贤院任直学士。当时，还有画直邵斋钦，书手吉旷，这三人都懂得绘画。
lit_7ab54352,陆庭曜,《历代名画记》,卷九 唐朝上,张彦远,,陆庭曜，善人物、鬼神，有气韵。
lit_ed0506bf,陆庭曜,《历代名画记》,卷九 唐朝上,张彦远,,陆庭曜，善于画人物、鬼神，绘画富有气韵。
lit_5e00a079,殷令名,《历代名画记》,卷九 唐朝上,张彦远,,殷令名，陈郡人。父不害，累代工书画。
lit_04c9acba,殷令名,《历代名画记》,卷九 唐朝上,张彦远,,殷令名，陈郡人。父亲殷不害，家族世代都擅长书画。
lit_96a1f220,殷闻礼,《历代名画记》,卷九 唐朝上,张彦远,,殷闻礼，字大端，书画妙过于父。武德初，为中书舍人，赵王友兼侍读、弘文馆学士。
lit_8efdafe5,武德初,《历代名画记》,卷九 唐朝上,张彦远,,殷闻礼，字大端，书画妙过于父。武德初，为中书舍人，赵王友兼侍读、弘文馆学士。
lit_cf4dd2dd,李凑,《历代名画记》,卷九 唐朝上,张彦远,,谈皎，善画人物，有态度，衣裳润媚，但格律不高。大髻宽衣，亦当时所尚。与李凑小相类。《武惠妃舞图》《佳丽寒食图》《佳丽伎乐图》并传于代。
lit_ac9af9e6,谈皎,《历代名画记》,卷九 唐朝上,张彦远,,谈皎，善画人物，有态度，衣裳润媚，但格律不高。大髻宽衣，亦当时所尚。与李凑小相类。《武惠妃舞图》《佳丽寒食图》《佳丽伎乐图》并传于代。
lit_6e3cac90,张遵礼,《历代名画记》,卷九 唐朝上,张彦远,,张遵礼，善画斗将、鞍马、戈矛、器械，用笔堑差。小画尤佳。
lit_c2b18a5f,王绍宗,《历代名画记》,卷九 唐朝上,张彦远,,王绍宗，琅琊人。父修礼，画迹与殷仲容相类。亦善书，官至秘书少监。
lit_792d46b8,宋令文,《历代名画记》,卷九 唐朝上,张彦远,,宋令文，亦书画皆善。
lit_4a08ba98,卢鸿,《历代名画记》,卷九 唐朝上,张彦远,,卢鸿，一名浩然，高士也。工八分书，善画山水树石，隐于嵩山。开元初，征拜谏议大夫，不受。
lit_e53a0228,郑虔,《历代名画记》,卷九 唐朝上,张彦远,,郑虔，高士也。苏许公为宰相，申以忘年之契，荐为著作郎。开元二十五年，为广文馆学士，饥穷轗轲，好琴、酒、篇咏，工山水。进献诗篇及书画，玄宗御笔题曰“郑虔三绝”。与杜甫、李白为诗酒友。禄山授以伪水部员外郎，国家收复，贬台州司户。
lit_39c5ca39,郑逾,《历代名画记》,卷九 唐朝上,张彦远,,郑逾，善山水。天宝中得名于梁宋间。逾即郑迁之弟。迁有书名。
lit_b526de09,李果奴,《历代名画记》,卷九 唐朝上,张彦远,,李果奴，笔迹调润。天宝中，写貌人物及僧佛为妙。元和中有李士昉，即果奴之孙，笔迹及其祖，写貌极妙。在翰林、集贤。
lit_aff10cf7,曹霸,《历代名画记》,卷九 唐朝上,张彦远,,曹霸，魏曹髦之后。髦画称于后代。霸在开元中已得名。天宝末，每诏写御马及功臣，官至左武卫将军。
lit_6215d826,韩幹,《历代名画记》,卷九 唐朝上,张彦远,,韩幹，大梁人。王右丞维见其画，遂推奖之，官至太府寺丞，善写貌人物。《龙朔功臣图》《姚崇及安禄山图》《玄宗试马图》《宁王调马打球图》并传于代。
lit_b6b9f5ac,曹霸,《历代名画记》,卷九 唐朝上,画马歌》,,尤工鞍马。初师曹霸，后自独擅。杜甫《曹霸画马歌》曰：“弟子韩幹早入室，亦能画马穷殊相。幹惟画肉不画骨，忍使骅骝气凋丧。”彦远以杜甫岂知画者，徒以幹马肥大，遂有画肉之诮。古人画马有《八骏图》，或云史道硕之迹，或云史秉之迹。皆螭颈龙体，矢激电驰，非马之状也。晋、宋间顾、陆之辈，已称改步；周、齐间董、展之流，亦云变态。虽权奇灭没，乃屈产、蜀驹，尚翘举之姿，乏安徐之体，至于毛色，多䯄骝骓驳，无他奇异。
lit_8e5af059,史道硕,《历代名画记》,卷九 唐朝上,画马歌》,,尤工鞍马。初师曹霸，后自独擅。杜甫《曹霸画马歌》曰：“弟子韩幹早入室，亦能画马穷殊相。幹惟画肉不画骨，忍使骅骝气凋丧。”彦远以杜甫岂知画者，徒以幹马肥大，遂有画肉之诮。古人画马有《八骏图》，或云史道硕之迹，或云史秉之迹。皆螭颈龙体，矢激电驰，非马之状也。晋、宋间顾、陆之辈，已称改步；周、齐间董、展之流，亦云变态。虽权奇灭没，乃屈产、蜀驹，尚翘举之姿，乏安徐之体，至于毛色，多䯄骝骓驳，无他奇异。
lit_70019cbb,韩幹,《历代名画记》,卷九 唐朝上,画马歌》,,尤工鞍马。初师曹霸，后自独擅。杜甫《曹霸画马歌》曰：“弟子韩幹早入室，亦能画马穷殊相。幹惟画肉不画骨，忍使骅骝气凋丧。”彦远以杜甫岂知画者，徒以幹马肥大，遂有画肉之诮。古人画马有《八骏图》，或云史道硕之迹，或云史秉之迹。皆螭颈龙体，矢激电驰，非马之状也。晋、宋间顾、陆之辈，已称改步；周、齐间董、展之流，亦云变态。虽权奇灭没，乃屈产、蜀驹，尚翘举之姿，乏安徐之体，至于毛色，多䯄骝骓驳，无他奇异。
lit_faa9c118,陈闳,《历代名画记》,卷九 唐朝上,张彦远,,陈闳，为永王府长史，善画写貌，工鞍马。与韩同时，家蓄图画绝多。写《安禄山图》《玄宗马射图》《上党十九瑞图》。
lit_10dbfe0f,孟仲晖,《历代名画记》,卷九 唐朝上,张彦远,,孟仲晖，善写貌，笔迹类陈闳，又似阎令。时有杜景祥、王允之，并画迹与仲晖相近也。
lit_12540943,陈闳,《历代名画记》,卷九 唐朝上,张彦远,,孟仲晖，善写貌，笔迹类陈闳，又似阎令。时有杜景祥、王允之，并画迹与仲晖相近也。
lit_385bff1d,张諲,《历代名画记》,卷十 唐朝下,王维答诗,,张諲，官至刑部员外郎，明《易》象，善草隶，工丹青。与王维、李颀等为诗酒丹青之友。尤善画山水。王维答诗曰：“屏风误点惑孙郎，团扇草书轻内史。”李颀诗曰：“小王破体闲文策，落日梨花照空壁。书堪记室妒风流，画与将军作勍敌。”“画”，一作“书”。
lit_aea4c6c8,王维,《历代名画记》,卷十 唐朝下,王维答诗,,张諲，官至刑部员外郎，明《易》象，善草隶，工丹青。与王维、李颀等为诗酒丹青之友。尤善画山水。王维答诗曰：“屏风误点惑孙郎，团扇草书轻内史。”李颀诗曰：“小王破体闲文策，落日梨花照空壁。书堪记室妒风流，画与将军作勍敌。”“画”，一作“书”。
lit_fbdd587f,刘方平,《历代名画记》,卷十 唐朝下,张彦远,,刘方平，工山水、树石，汧国公李勉甚重之。
lit_e6f69b67,刘方平,《历代名画记》,卷十 唐朝下,张彦远,,刘方平，擅长画山水、树石，汧国公李勉十分器重他。
lit_e94f5bf4,王熊,《历代名画记》,卷十 唐朝下,张彦远,,王熊，官至潭州都督，尝与张燕公唱和诗句。善湘中山水，似李将军。意绪不卑，但笔迹轻细。
lit_200398bb,田琦,《历代名画记》,卷十 唐朝下,张彦远,,田琦，雁门人。武德功臣、兵部尚书德平之子。善写貌人物，官至汝南太守。尤善八分、小篆，写《洪崖子橘术图》传于代。
lit_48a36f8b,窦师纶,《历代名画记》,卷十 唐朝下,张彦远,,窦师纶，字希言，纳言、陈国公抗之子。初为太宗秦王府谘议、相国录事参军，封陵阳公。性巧绝，草创之际，乘舆皆阙，敕兼益州大行台、检校修造。凡创瑞锦宫绫，章彩奇丽，蜀人至今谓之“陵阳公样”。官至太府卿，银、坊、邛三州刺史。高祖、太宗时，内库瑞锦，对雉、斗羊、翔凤、游麟之状，创自师纶，至今传之。
lit_1dae5b74,江都王绪,《历代名画记》,卷十 唐朝下,张彦远,,江都王绪，霍王元轨之子，太宗皇帝犹子也。多才艺，善书画，鞍马擅名。垂拱中，官至金州刺史。
lit_f0acc1d0,李平钧,《历代名画记》,卷十 唐朝下,张彦远,,李平钧，宗室也。淮安王神通之曾孙，为江陵府法曹参军、汴州陈留令。平钧工山水、小篆。平钧之叔李权，工八分。叔枢，工小篆。
lit_c5517c15,张通,《历代名画记》,卷十 唐朝下,张彦远,,崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。
lit_c849574a,耿昌言,《历代名画记》,卷十 唐朝下,张彦远,,崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。
lit_b93ae4c5,李炅,《历代名画记》,卷十 唐朝下,张彦远,,崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。
lit_c2b53956,崔阳元,《历代名画记》,卷十 唐朝下,张彦远,,崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。
lit_e8bbc829,李滔,《历代名画记》,卷十 唐朝下,张彦远,,崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。
lit_08f6b3c4,张维亘,《历代名画记》,卷十 唐朝下,张彦远,,崔阳元、李炅、张维亘、李滔、张通、耿昌言、弟昌期，已上七人，并工山水、杂画，通尤精瞻。
lit_0bf3bad0,周古言,《历代名画记》,卷十 唐朝下,张彦远,,周古言，中宗时，善写貌及妇女。有《宫禁寒食图》《秋思图》传于代。
lit_32f21a07,李韶,《历代名画记》,卷十 唐朝下,张彦远,,贝俊、一作“具俊”。李韶、魏晋孙、蒯廉，已上四人，并工花鸟。俊尤工鹰、鹘，蒯廉最为妙。
lit_81f987ee,贝俊,《历代名画记》,卷十 唐朝下,张彦远,,贝俊、一作“具俊”。李韶、魏晋孙、蒯廉，已上四人，并工花鸟。俊尤工鹰、鹘，蒯廉最为妙。
lit_3c939289,蒯廉,《历代名画记》,卷十 唐朝下,张彦远,,贝俊、一作“具俊”。李韶、魏晋孙、蒯廉，已上四人，并工花鸟。俊尤工鹰、鹘，蒯廉最为妙。
lit_4ac2cd66,魏晋孙,《历代名画记》,卷十 唐朝下,张彦远,,贝俊、一作“具俊”。李韶、魏晋孙、蒯廉，已上四人，并工花鸟。俊尤工鹰、鹘，蒯廉最为妙。
lit_79902141,白旻,《历代名画记》,卷十 唐朝下,张彦远,,白旻，官至同州澄城令。工花鸟、鹰鹘，觜爪纤利，甚得其趣。旻善歌，常醉酣歌阕，便画自娱。
lit_7d1034aa,韩嶷,《历代名画记》,卷十 唐朝下,张彦远,,韩嶷，工妇女、杂画，善布色。
lit_8b713667,高江,《历代名画记》,卷十 唐朝下,张彦远,,高江、车道政，二人并善写貌。道政兼善佛事，迹简而笔健。
lit_add76e95,车道政,《历代名画记》,卷十 唐朝下,张彦远,,高江、车道政，二人并善写貌。道政兼善佛事，迹简而笔健。
lit_75df9883,高江,《历代名画记》,卷十 唐朝下,张彦远,,高江、车道政，二人都善画人物肖像。车道政同时还擅长佛像画，笔法简练而刚健有力。
lit_823f66df,车道政,《历代名画记》,卷十 唐朝下,张彦远,,高江、车道政，二人都善画人物肖像。车道政同时还擅长佛像画，笔法简练而刚健有力。
lit_1bd29577,朱审,《历代名画记》,卷十 唐朝下,张彦远,,朱审，吴兴人。工画山水，深沉瑰壮，险黑磊落，湍濑激人，平远极目。建中年颇知名。
lit_83d866af,王宰,《历代名画记》,卷十 唐朝下,张彦远,,王宰，蜀中人。多画蜀山，玲珑窳窆，巉嵯巧峭。
lit_62a3f9e7,王宰,《历代名画记》,卷十 唐朝下,张彦远,,王宰，蜀中人。多画蜀中山岳，所画山玲珑有势，岩高低不平，意趣横生。
lit_885ff835,杨公南,《历代名画记》,卷十 唐朝下,张彦远,,杨公南，名炎，华阴人。孝著三代，门树六阙。风骨俊秀，神情爽迈。善山水，高奇雅赡。大历四年为中书门下侍郎，建中元年迁左仆射，流贬，年五十五。余观杨公山水图，想见其为人魁岸洒落也。
lit_f4416ec6,史瓒,《历代名画记》,卷十 唐朝下,张彦远,,史瓒，官至省郎，善画鞍马、人物。
lit_8033e856,裴谞,《历代名画记》,卷十 唐朝下,张彦远,,裴谞，字士明，河东人。以明经进，画山水极有思。贞元中为吏部侍郎兼御史大夫，四年为太子宾客、左散骑常侍，五年为兵部侍郎、河南尹。贞元九年，年七十五，赠兵部尚书。
lit_e1c548de,裴谞,《历代名画记》,卷十 唐朝下,张彦远,,裴谞，字士明，河东人。以明经科考取进士，所画山水构思极巧妙。贞元年间，担任吏部侍郎兼御史大夫，贞元四年为太子宾客、左散骑常侍，贞元五年为兵部侍郎、河南府尹。贞元九年去世，享年七十五岁，追赠兵部尚书。
lit_66e973d1,韦鉴,《历代名画记》,卷十 唐朝下,张彦远,,韦鉴，工龙马，妙得精气。
lit_626c8bc4,陈昙,《历代名画记》,卷十 唐朝下,张彦远,,陈昙，字玄成，国初丞相叔达之后。明经出身，河南尹严武荐为参军，昭义军节度使李抱真辟为从事。贞元十四年，官至衡州刺史、邕管经略使兼御史中丞。工山水，有情趣，但峰峦少奇，往往繁碎。
lit_3cbe7c9a,顾况,《历代名画记》,卷十 唐朝下,张彦远,,顾况，字逋翁，吴兴人。不修检操，颇好诗咏，善画山水。初为韩晋公江南判官，入为著作佐郎，久次不迁，乃嘲诮宰相，为宪司所劾。贞元五年，贬饶州司户，居茅山以寿终。有《画评》一篇，未为精当也。
lit_4eae8f44,张璪,《历代名画记》,卷十 唐朝下,张彦远,,沈宁，亦善树石、山水，有格律。师张璪而少劣。
lit_8444236e,沈宁,《历代名画记》,卷十 唐朝下,张彦远,,沈宁，亦善树石、山水，有格律。师张璪而少劣。
lit_2cb37382,张通,《历代名画记》,卷十 唐朝下,惆怅赋诗,,刘商，官至检校礼部郎中、汴州观察判官。少年有篇咏高情，工画山水、树石。初师于张璪，后自造真为意。自张贬窜后，尝惆怅赋诗曰：“苔石苍苍临涧水，溪风袅袅动松枝。世间惟有张通会，流向衡阳那得知？”或云，商后得道。
lit_2e26b937,刘商,《历代名画记》,卷十 唐朝下,惆怅赋诗,,刘商，官至检校礼部郎中、汴州观察判官。少年有篇咏高情，工画山水、树石。初师于张璪，后自造真为意。自张贬窜后，尝惆怅赋诗曰：“苔石苍苍临涧水，溪风袅袅动松枝。世间惟有张通会，流向衡阳那得知？”或云，商后得道。
lit_44acfa8e,张璪,《历代名画记》,卷十 唐朝下,惆怅赋诗,,刘商，官至检校礼部郎中、汴州观察判官。少年有篇咏高情，工画山水、树石。初师于张璪，后自造真为意。自张贬窜后，尝惆怅赋诗曰：“苔石苍苍临涧水，溪风袅袅动松枝。世间惟有张通会，流向衡阳那得知？”或云，商后得道。
lit_4164ca13,刘整,《历代名画记》,卷十 唐朝下,张彦远,,刘整，任秘书省正字。善山水，有气象。时有刘之奇，亦能山水。
lit_735f6081,刘整,《历代名画记》,卷十 唐朝下,张彦远,,刘整，担任秘书省正字。善画山水，画作富有气象。当时还有刘之奇，也善画山水。
lit_4b8ff05b,于锡,《历代名画记》,卷十 唐朝下,张彦远,,于锡，善画花鸟及鸡。
lit_a8fb9b47,于锡,《历代名画记》,卷十 唐朝下,张彦远,,于锡，善画花鸟和鸡。
lit_37c2ac51,梁广,《历代名画记》,卷十 唐朝下,张彦远,,梁广，工花鸟，善赋彩，笔迹不及边鸾。
lit_48dfb136,梁广,《历代名画记》,卷十 唐朝下,张彦远,,梁广，精于花鸟画，善着色，但笔法不及边鸾精妙。
lit_d6bb336b,陈庶,《历代名画记》,卷十 唐朝下,张彦远,,陈庶，扬州人。师边鸾花鸟，尤善布色。
lit_43cb920a,陈庶,《历代名画记》,卷十 唐朝下,张彦远,,陈庶，扬州人。师从于边鸾，善于画花鸟，尤其擅长着色。
lit_286cd66f,陈恪,《历代名画记》,卷十 唐朝下,张彦远,,陈恪，工山水，师张、郑，有气韵。人物、鞍马、虫禽并精。子积善，山水妙过于父。一云“陈格”。
lit_95de6df7,戴重席,《历代名画记》,卷十 唐朝下,张彦远,,戴重席，工子女，极精细。
lit_7670e0be,周昉,《历代名画记》,卷十 唐朝下,张彦远,,周昉，字景玄，官至宣州长史。初效张萱画，后则小异，颇极风姿，全法衣冠，不近闾里。衣裳劲简，彩色柔丽。菩萨端严，妙创水月之体。《蜂蝶图》《按筝图》《杨真人》《陆真人图》《五星图》传于代。
