lit_id,target_ref,target_type,source_book,source_chapter,author_ref,quality_rank,quote,source_text,literature_ref,evaluation_type
lit_37e82325,五岳真形圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,《贞观公私画史》,Catalog/Authentication
lit_1b44fc44,紀年詩意圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,《贞观公私画史》,Catalog/Authentication
lit_797d4d45,雜鬼神樣二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,《贞观公私画史》,Catalog/Authentication
lit_4cc67248,畏獸圖,Work,《贞观公私画史》,第一卷画目,裴孝源,著录,已上三卷，《梁太清目》所有,畏獸圖（已上三卷，《梁太清目》所有）,《梁太清目》,Recorded
lit_f837b199,列女傳仁智圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,《贞观公私画史》,Catalog/Authentication
lit_b63e6f68,獅子圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,《贞观公私画史》,Catalog/Authentication
lit_bc7bd702,畏獸圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,《贞观公私画史》,Catalog/Authentication
lit_0b51aa6f,魚龍相戲圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,《贞观公私画史》,Catalog/Authentication
lit_6069b76e,吳楚放牧圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,《贞观公私画史》,Catalog/Authentication
lit_cef1b5c1,村社會集圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,右六卷，王廙畫，隋朝官本 。（本作戴逵，下脫略，補此。張彥遠《名畫記》又有《獅子擊象圖》、《犀兒圖》）,《贞观公私画史》,Catalog/Authentication
lit_d03468b7,晉瓦官寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,有顧愷之、張僧繇畫壁，在江寧,* 晉瓦官寺（有顧愷之、張僧繇畫壁，在江寧）,《贞观公私画史》,Catalog/Location
lit_f44c8920,宋法王寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,顧駿之畫，在永嘉,* 宋法王寺（顧駿之畫，在永嘉）,《贞观公私画史》,Catalog/Location
lit_4f7afcc7,晉龍寬寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,史道碩畫，在江陵,* 晉龍寬寺（史道碩畫，在江陵）,《贞观公私画史》,Catalog/Location
lit_3b29a1b8,晉本紀寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,史道碩畫，在郯中,* 晉本紀寺（史道碩畫，在郯中）,《贞观公私画史》,Catalog/Location
lit_f0a3286a,齊王觀寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,沈標畫，在會稽,* 齊王觀寺（沈標畫，在會稽）,《贞观公私画史》,Catalog/Location
lit_e3a2a6f0,魏白雀寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,董伯仁畫，在汝州,* 魏白雀寺（董伯仁畫，在汝州）,《贞观公私画史》,Catalog/Location
lit_6574b3e3,魏北宣寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,楊子華畫，在鄴中,* 魏北宣寺（楊子華畫，在鄴中）,《贞观公私画史》,Catalog/Location
lit_8b0eb5b6,梁定林寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,解倩畫，在江寧,* 梁定林寺（解倩畫，在江寧）,《贞观公私画史》,Catalog/Location
lit_762d9955,梁惠聚寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張僧繇畫，在江陵,* 梁惠聚寺（張僧繇畫，在江陵）,《贞观公私画史》,Catalog/Location
lit_14b83924,梁延祚寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張僧繇畫，在江陵,* 梁延祚寺（張僧繇畫，在江陵）,《贞观公私画史》,Catalog/Location
lit_0aac8bac,梁長慶寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,江僧寶畫，在江陵,* 梁長慶寺（江僧寶畫，在江陵）,《贞观公私画史》,Catalog/Location
lit_054a6f96,梁何後寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,陸整畫，在江寧,* 梁何後寺（陸整畫，在江寧）,《贞观公私画史》,Catalog/Location
lit_539fe0ee,梁光相寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,丁光畫，在江陵,* 梁光相寺（丁光畫，在江陵）,《贞观公私画史》,Catalog/Location
lit_6dabc0ce,梁陟屺寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張善果畫，在江陵,* 梁陟屺寺（張善果畫，在江陵）,《贞观公私画史》,Catalog/Location
lit_91218206,梁高座寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張僧繇畫，在江寧,* 梁高座寺（張僧繇畫，在江寧）,《贞观公私画史》,Catalog/Location
lit_55a4e16b,梁景公寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,江僧寶畫，在江寧,* 梁景公寺（江僧寶畫，在江寧）,《贞观公私画史》,Catalog/Location
lit_57f7f31d,梁開善寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張僧繇畫，在江寧,* 梁開善寺（張僧繇畫，在江寧）,《贞观公私画史》,Catalog/Location
lit_7cbc3bf8,梁草堂寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,焦寶顥畫，在江寧,* 梁草堂寺（焦寶顥畫，在江寧）,《贞观公私画史》,Catalog/Location
lit_0320c786,梁報恩寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張儒童畫，在會稽,* 梁報恩寺（張儒童畫，在會稽）,《贞观公私画史》,Catalog/Location
lit_658e799e,梁資德寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,解倩畫，在延陵,* 梁資德寺（解倩畫，在延陵）,《贞观公私画史》,Catalog/Location
lit_da221dfb,梁天皇寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張僧繇、解倩畫，在江陵,* 梁天皇寺（張僧繇、解倩畫，在江陵）,《贞观公私画史》,Catalog/Location
lit_e0c06cd6,北齊大定寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,劉殺鬼畫，在鄴中,* 北齊大定寺（劉殺鬼畫，在鄴中）,《贞观公私画史》,Catalog/Location
lit_d2296287,周海覺寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,董伯仁、鄭法士畫，在固州,* 周海覺寺（董伯仁、鄭法士畫，在固州）,《贞观公私画史》,Catalog/Location
lit_7056ac2d,陳棲霞寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張善果畫，在江寧,* 陳棲霞寺（張善果畫，在江寧）,《贞观公私画史》,Catalog/Location
lit_723d7628,陳興聖寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張儒童畫，在江都,* 陳興聖寺（張儒童畫，在江都）,《贞观公私画史》,Catalog/Location
lit_5e0d06ca,陳逮善寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,陸整畫，在江都,* 陳逮善寺（陸整畫，在江都）,《贞观公私画史》,Catalog/Location
lit_6f211f90,陳靜樂寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張善果畫，在江都,* 陳靜樂寺（張善果畫，在江都）,《贞观公私画史》,Catalog/Location
lit_7d98d28f,陳東安寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張儒童、展子虔畫，在江都，改為常樂寺,* 陳東安寺（張儒童、展子虔畫，在江都，改為常樂寺）,《贞观公私画史》,Catalog/Location
lit_5aaa6334,陳終聖寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,董伯仁畫，在江陵,* 陳終聖寺（董伯仁畫，在江陵）,《贞观公私画史》,Catalog/Location
lit_a1d4e60a,隋西禪寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,孫尚子畫，在長安,* 隋西禪寺（孫尚子畫，在長安）,《贞观公私画史》,Catalog/Location
lit_5e7565e4,隋東禪寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,鄭德文畫，在長安,* 隋東禪寺（鄭德文畫，在長安）,《贞观公私画史》,Catalog/Location
lit_8f6a74a8,隋惠日寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張善果畫，在江都,* 隋惠日寺（張善果畫，在江都）,《贞观公私画史》,Catalog/Location
lit_36c5900f,隋永福寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,楊子華畫，在長安,* 隋永福寺（楊子華畫，在長安）,《贞观公私画史》,Catalog/Location
lit_76df2f57,隋靈寶寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,展子虔、鄭法士畫，在長安,* 隋靈寶寺（展子虔、鄭法士畫，在長安）,《贞观公私画史》,Catalog/Location
lit_205d0ffa,隋光明寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,田僧亮，展子虔、鄭法士、楊契丹畫，在長安,* 隋光明寺（田僧亮，展子虔、鄭法士、楊契丹畫，在長安）,《贞观公私画史》,Catalog/Location
lit_d625c0bb,隋敬愛寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,孫尚子畫，在洛陽,* 隋敬愛寺（孫尚子畫，在洛陽）,《贞观公私画史》,Catalog/Location
lit_7f180c10,隋天女寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,展子虔畫，在洛陽,* 隋天女寺（展子虔畫，在洛陽）,《贞观公私画史》,Catalog/Location
lit_bee34739,隋雲花寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,展子虔畫，在洛陽,* 隋雲花寺（展子虔畫，在洛陽）,《贞观公私画史》,Catalog/Location
lit_6fa43efd,隋清禪寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,陳善見畫，在長安,* 隋清禪寺（陳善見畫，在長安）,《贞观公私画史》,Catalog/Location
lit_c8ecec85,隋光發寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,董伯仁畫，在洛陽,* 隋光發寺（董伯仁畫，在洛陽）,《贞观公私画史》,Catalog/Location
lit_d1a5af5e,隋興善寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,劉烏畫，在長安,* 隋興善寺（劉烏畫，在長安）,《贞观公私画史》,Catalog/Location
lit_2205bb61,隋皈依寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,田僧亮畫，在長安,* 隋皈依寺（田僧亮畫，在長安）,《贞观公私画史》,Catalog/Location
lit_5b857b7f,隋淨域寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,張僧繇畫，自江外移來，亦有孫尚子畫，在長安,* 隋淨域寺（張僧繇畫，自江外移來，亦有孫尚子畫，在長安）,《贞观公私画史》,Catalog/Location
lit_16119c92,隋恩覺寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,袁子昂畫，在洛陽,* 隋恩覺寺（袁子昂畫，在洛陽）,《贞观公私画史》,Catalog/Location
lit_934177ce,隋空觀寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,袁子昂畫，在長安,* 隋空觀寺（袁子昂畫，在長安）,《贞观公私画史》,Catalog/Location
lit_019a9c0d,隋隆法寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,範長壽、張孝師畫，在長安,* 隋隆法寺（範長壽、張孝師畫，在長安）,《贞观公私画史》,Catalog/Location
lit_b129bcc3,隋寶剎寺壁画,Work,《贞观公私画史》,第一卷寺观画壁,裴孝源,真迹,鄭法士、楊契丹畫，在長安,* 隋寶剎寺（鄭法士、楊契丹畫，在長安）,《贞观公私画史》,Catalog/Location
lit_3885ffd4,贞观公私画史,Artist,《贞观公私画史》,序,裴孝源,著录,起於高貴鄉公，終於大唐貞觀十三年...共二百九十八卷,遂命魏、晉以來前賢遺跡所存...共二百九十八卷,《贞观公私画史》,Scope
lit_2a02c2b0,袁蒨,Artist,《贞观公私画史》,后记,裴孝源,上品,维二阎杨陆迥出常表...固未及於風神,维二阎杨陆迥出常表，袁张两家父子，亦得居其次...万得其一，固未及於風神，尚汲汲於形似,《贞观公私画史》,Critique/Ranking
lit_d48eb0e8,王知慎,Artist,《贞观公私画史》,后记,裴孝源,上品,维二阎杨陆迥出常表...固未及於風神,维二阎杨陆迥出常表，袁张两家父子，亦得居其次...万得其一，固未及於風神，尚汲汲於形似,《贞观公私画史》,Critique/Ranking
lit_edd0f070,张善果,Artist,《贞观公私画史》,第一卷画目,李源,品评,李源序云：「以品格高下，豈宜處此？」,（善果畫，《太清目》所不載。或云：「善果，僧繇之子。」李源序云：「以品格高下，豈宜處此？」）,《李源序》,Critique/Ranking
lit_03de6814,阎立本,Artist,《贞观公私画史》,后记,裴孝源,品评,閻本師祖張公，可謂青出於藍矣,維二閻楊陸迥出常表...閻本師祖張公，可謂青出於藍矣,《贞观公私画史》,Critique/Ranking
lit_92a45bb5,杨子华,Artist,《贞观公私画史》,后记,裴孝源,品评,杨、張父子亦謂世不乏賢 。博陵大安，誠曰難兄難弟,杨、張父子亦謂世不乏賢 。博陵大安，誠曰難兄難弟,《贞观公私画史》,Critique/Ranking
lit_43033242,张僧繇,Artist,《贞观公私画史》,后记,裴孝源,品评,杨、張父子亦謂世不乏賢 。博陵大安，誠曰難兄難弟,杨、張父子亦謂世不乏賢 。博陵大安，誠曰難兄難弟,《贞观公私画史》,Critique/Ranking
