lit_id,target_ref,target_type,source_book,source_chapter,author_ref,quality_rank,quote,source_text,literature_ref,evaluation_type
lit_9c0f10a4,悉達太子納妃圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右二卷，張善果畫，一卷隋朝官本 。,右二卷，張善果畫，一卷隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_bad86b59,靈嘉塔樣,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右二卷，張善果畫，一卷隋朝官本 。,右二卷，張善果畫，一卷隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_1481329b,息媯圖,Work,《贞观公私画史》,第一卷画目,裴孝源,著录,一作史道碩畫,息媯圖（一作史道碩畫）,《贞观公私画史》,Comparison
lit_3b43bb65,息媯圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右二卷，史粲畫 。（梁太清目所無）,右二卷，史粲畫 。（梁太清目所無）,《贞观公私画史》,Catalog/Authentication
lit_3cd1554e,朱買臣圖,Work,《贞观公私画史》,第一卷画目,裴孝源,著录,《太清目》無,朱買臣圖（《太清目》無）,《贞观公私画史》,Comparison
lit_a706a624,朱買臣圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右三卷，陳公恩畫，一卷是隋朝官本 。,右三卷，陳公恩畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_0c25293b,列女傳仁智圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右三卷，陳公恩畫，一卷是隋朝官本 。,右三卷，陳公恩畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_476adf3c,列女傳貞節圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右三卷，陳公恩畫，一卷是隋朝官本 。,右三卷，陳公恩畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_a1a2bc01,王獻之像,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右一卷，鐘宗之畫 。（或作宗斐）,右一卷，鐘宗之畫 。（或作宗斐）,《贞观公私画史》,Catalog/Authentication
lit_aacd1e13,敗春圖,Work,《贞观公私画史》,第一卷画目,裴孝源,著录,《梁太清目》無,敗春圖（《梁太清目》無）,《梁太清目》,Comparison
lit_c1fd3d93,敗春圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右一卷，王殿畫，隋朝官本 。,右一卷，王殿畫，隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_7cb87f88,安期先生圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右一卷，謝赫畫 。（《梁太清目》無）,右一卷，謝赫畫 。（《梁太清目》無）,《贞观公私画史》,Catalog/Authentication
lit_b7c8b237,吳山圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右二卷，夏侯瞻畫 。（《梁太清目》作馬瞻，疑非是，二卷皆無）,右二卷，夏侯瞻畫 。（《梁太清目》作馬瞻，疑非是，二卷皆無）,《贞观公私画史》,Catalog/Authentication
lit_7526776e,楚人祠鬼圖,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右二卷，夏侯瞻畫 。（《梁太清目》作馬瞻，疑非是，二卷皆無）,右二卷，夏侯瞻畫 。（《梁太清目》作馬瞻，疑非是，二卷皆無）,《贞观公私画史》,Catalog/Authentication
lit_08acff8f,孝子屏風一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,著录,《太清》作弘景畫,孝子屏風一卷（《太清》作弘景畫）,《贞观公私画史》,Comparison
lit_43fe2279,渥窪马圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右二卷，範懷賢畫，隋朝官本 。（或作懷堅）,右二卷，範懷賢畫，隋朝官本 。（或作懷堅）,《贞观公私画史》,Catalog/Authentication
lit_2dee53cd,孝子屏風一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右二卷，範懷賢畫，隋朝官本 。（或作懷堅）,右二卷，範懷賢畫，隋朝官本 。（或作懷堅）,《贞观公私画史》,Catalog/Authentication
lit_005f401c,鸛鶴弄陂澤圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,著录,上六卷，《太清目》所無,鸛鶴弄陂澤圖一卷（上六卷，《太清目》所無）,《贞观公私画史》,Not Recorded
lit_f06669e8,文殊像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，梁元帝畫，並有題跋印記 。（張彥遠《名畫記》又有《職貢圖》）,右六卷，梁元帝畫，並有題跋印記 。（張彥遠《名畫記》又有《職貢圖》）,《贞观公私画史》,Catalog/Authentication
lit_b823b052,游春苑圖二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，梁元帝畫，並有題跋印記 。（張彥遠《名畫記》又有《職貢圖》）,右六卷，梁元帝畫，並有題跋印記 。（張彥遠《名畫記》又有《職貢圖》）,《贞观公私画史》,Catalog/Authentication
lit_7db95d76,芙蓉湖醮鼎圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，梁元帝畫，並有題跋印記 。（張彥遠《名畫記》又有《職貢圖》）,右六卷，梁元帝畫，並有題跋印記 。（張彥遠《名畫記》又有《職貢圖》）,《贞观公私画史》,Catalog/Authentication
lit_31ddd90a,鹿圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，梁元帝畫，並有題跋印記 。（張彥遠《名畫記》又有《職貢圖》）,右六卷，梁元帝畫，並有題跋印記 。（張彥遠《名畫記》又有《職貢圖》）,《贞观公私画史》,Catalog/Authentication
lit_ee9c3185,鸛鶴弄陂澤圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，梁元帝畫，並有題跋印記 。（張彥遠《名畫記》又有《職貢圖》）,右六卷，梁元帝畫，並有題跋印記 。（張彥遠《名畫記》又有《職貢圖》）,《贞观公私画史》,Catalog/Authentication
lit_c0632247,職貢圖三卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右四卷，江僧實畫，隋朝官本，亦有梁陳年號題 。（《梁太清目》所載。張彥遠《名畫記》又有《御臨軒圖》）,右四卷，江僧實畫，隋朝官本，亦有梁陳年號題 。（《梁太清目》所載。張彥遠《名畫記》又有《御臨軒圖》）,《贞观公私画史》,Catalog/Authentication
lit_6d486da6,小兒戲鴨圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右四卷，江僧實畫，隋朝官本，亦有梁陳年號題 。（《梁太清目》所載。張彥遠《名畫記》又有《御臨軒圖》）,右四卷，江僧實畫，隋朝官本，亦有梁陳年號題 。（《梁太清目》所載。張彥遠《名畫記》又有《御臨軒圖》）,《贞观公私画史》,Catalog/Authentication
lit_204cded9,五天人樣二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右四卷，解倩畫，一卷是隋朝官本 。（《太清目》無）,右四卷，解倩畫，一卷是隋朝官本 。（《太清目》無）,《贞观公私画史》,Catalog/Authentication
lit_cc70c438,九子魔圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右四卷，解倩畫，一卷是隋朝官本 。（《太清目》無）,右四卷，解倩畫，一卷是隋朝官本 。（《太清目》無）,《贞观公私画史》,Catalog/Authentication
lit_9021ebb6,丁貴人彈曲項琵琶圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右四卷，解倩畫，一卷是隋朝官本 。（《太清目》無）,右四卷，解倩畫，一卷是隋朝官本 。（《太清目》無）,《贞观公私画史》,Catalog/Authentication
lit_267c49ae,弗林圖人物器樣二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，西域僧迦佛陀畫，並得楊素家 。,右六卷，西域僧迦佛陀畫，並得楊素家 。,《贞观公私画史》,Catalog/Authentication
lit_f846bd81,鬼神樣二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，西域僧迦佛陀畫，並得楊素家 。,右六卷，西域僧迦佛陀畫，並得楊素家 。,《贞观公私画史》,Catalog/Authentication
lit_058f4603,外國雜獸二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，西域僧迦佛陀畫，並得楊素家 。,右六卷，西域僧迦佛陀畫，並得楊素家 。,《贞观公私画史》,Catalog/Authentication
lit_2985ca10,清溪宮水怪圖四卷,Work,《贞观公私画史》,第一卷画目,裴孝源,著录,已上諸畫，《太清目》皆無,清溪宮水怪圖四卷（已上諸畫，《太清目》皆無）,《贞观公私画史》,Comparison
lit_d0891239,漢武射蛟圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_24a9800a,吳王格虎圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_435e9a14,羊鴉仁躍马圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_c1708278,行道天王像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_f0eaf6f9,維摩詰像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_d0c930c9,寶詰像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_3bd52f6c,摩衲仙人像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_2edead31,朱異像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_2f277dd7,梁宮人射雉圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_86df96f7,醉僧圖二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_b4efca16,詠梅圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_bdbb31e6,橫泉鬥龍一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_6e06a763,雜人马兵刀圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_0d65740e,昆明二龍圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_f7b5c239,清溪宮水怪圖四卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,右十九卷，張僧繇畫，九卷隋朝官本 。（張彥遠《名畫記》又有《梁武帝像定光像》、《田舍兒舞圖》）,《贞观公私画史》,Catalog/Authentication
lit_b7648917,楞伽會圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右二卷，張儒童畫 。（僧繇之子，《太清目》不載）,右二卷，張儒童畫 。（僧繇之子，《太清目》不載）,《贞观公私画史》,Catalog/Authentication
lit_df361fd5,寶積變相圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右二卷，張儒童畫 。（僧繇之子，《太清目》不載）,右二卷，張儒童畫 。（僧繇之子，《太清目》不載）,《贞观公私画史》,Catalog/Authentication
lit_eae48b2d,支道林像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右一卷，聶松畫，隋朝官本 。（《梁太清目》不載）,右一卷，聶松畫，隋朝官本 。（《梁太清目》不載）,《贞观公私画史》,Catalog/Authentication
lit_7f8b6c47,斛律金像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右四卷，楊子華畫，隋朝官本 。（自子華下，皆北地畫手，或云梁後改。《太清目》中不載）,右四卷，楊子華畫，隋朝官本 。（自子華下，皆北地畫手，或云梁後改。《太清目》中不載）,《贞观公私画史》,Catalog/Authentication
lit_1c8085f3,鄴中百戲圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右四卷，楊子華畫，隋朝官本 。（自子華下，皆北地畫手，或云梁後改。《太清目》中不載）,右四卷，楊子華畫，隋朝官本 。（自子華下，皆北地畫手，或云梁後改。《太清目》中不載）,《贞观公私画史》,Catalog/Authentication
lit_551c92a8,北齊貴戚游苑圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右四卷，楊子華畫，隋朝官本 。（自子華下，皆北地畫手，或云梁後改。《太清目》中不載）,右四卷，楊子華畫，隋朝官本 。（自子華下，皆北地畫手，或云梁後改。《太清目》中不載）,《贞观公私画史》,Catalog/Authentication
lit_ea962d2c,雜宮苑人物屏風本一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右四卷，楊子華畫，隋朝官本 。（自子華下，皆北地畫手，或云梁後改。《太清目》中不載）,右四卷，楊子華畫，隋朝官本 。（自子華下，皆北地畫手，或云梁後改。《太清目》中不載）,《贞观公私画史》,Catalog/Authentication
lit_45a00cd0,齊神武臨軒對武騎圖二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右七卷，曹仲達畫，六卷是隋朝官本 。,右七卷，曹仲達畫，六卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_ee98641e,慕容紹宗像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右七卷，曹仲達畫，六卷是隋朝官本 。,右七卷，曹仲達畫，六卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_8f9aa12c,弋獵圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右七卷，曹仲達畫，六卷是隋朝官本 。,右七卷，曹仲達畫，六卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_8664e559,斛律明月像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右七卷，曹仲達畫，六卷是隋朝官本 。,右七卷，曹仲達畫，六卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_b00ec0d7,盧思道像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右七卷，曹仲達畫，六卷是隋朝官本 。,右七卷，曹仲達畫，六卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_4be238d0,名马樣一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右七卷，曹仲達畫，六卷是隋朝官本 。,右七卷，曹仲達畫，六卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_d17b0736,周明帝畋游圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右五卷，董伯仁畫，一卷是隋朝官本 。,右五卷，董伯仁畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_90448b23,彌勒變相圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右五卷，董伯仁畫，一卷是隋朝官本 。,右五卷，董伯仁畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_71ebc355,雜台閣樣一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右五卷，董伯仁畫，一卷是隋朝官本 。,右五卷，董伯仁畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_62ce0cde,隋文帝上廄马圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右五卷，董伯仁畫，一卷是隋朝官本 。,右五卷，董伯仁畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_2cf23982,農家田舍圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右五卷，董伯仁畫，一卷是隋朝官本 。,右五卷，董伯仁畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_db3a846a,貴戚屏風樣二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,著录,張彥遠《名畫記》又有《游春苑圖》,貴戚屏風樣二卷（張彥遠《名畫記》又有《游春苑圖》）,《历代名画记》,Comparison
lit_9ac0ba89,隋文帝入佛空像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十卷，鄭法士畫，一卷是隋朝官本 。,右十卷，鄭法士畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_cb752381,阿育王像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十卷，鄭法士畫，一卷是隋朝官本 。,右十卷，鄭法士畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_11bd6487,楊素像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十卷，鄭法士畫，一卷是隋朝官本 。,右十卷，鄭法士畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_35870117,賀若弼像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十卷，鄭法士畫，一卷是隋朝官本 。,右十卷，鄭法士畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_a3697458,陳叔英像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十卷，鄭法士畫，一卷是隋朝官本 。,右十卷，鄭法士畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_36113f45,擒明盧明月像圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十卷，鄭法士畫，一卷是隋朝官本 。,右十卷，鄭法士畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_9acc3276,洛中人物車马圖樣一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十卷，鄭法士畫，一卷是隋朝官本 。,右十卷，鄭法士畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_cd98addc,北齊畋游圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十卷，鄭法士畫，一卷是隋朝官本 。,右十卷，鄭法士畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_150c8917,貴戚屏風樣二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十卷，鄭法士畫，一卷是隋朝官本 。,右十卷，鄭法士畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_581ae6f9,雜物變相二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，楊契丹畫，一卷是隋朝官本 。,右六卷，楊契丹畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_926ac6f7,豆盧寧像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，楊契丹畫，一卷是隋朝官本 。,右六卷，楊契丹畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_47962740,隋朝正會圖一卷幸洛圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，楊契丹畫，一卷是隋朝官本 。,右六卷，楊契丹畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_551ae291,貴戚游燕圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，楊契丹畫，一卷是隋朝官本 。,右六卷，楊契丹畫，一卷是隋朝官本 。,《贞观公私画史》,Catalog/Authentication
lit_572a4c82,法華變相一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,《贞观公私画史》,Catalog/Authentication
lit_8c245c8f,南郊圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,《贞观公私画史》,Catalog/Authentication
lit_2c44adbd,長安車马人物圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,《贞观公私画史》,Catalog/Authentication
lit_ce2fb15b,雜宮苑圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,《贞观公私画史》,Catalog/Authentication
lit_ff7227cc,弋獵圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,《贞观公私画史》,Catalog/Authentication
lit_a3f3cf38,王世充像一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,右六卷，展子虔畫 。（張彥遠《名畫記》又有《王母圖》、《朱買臣覆水圖》、《齊後主幸晉陽之圖》）,《贞观公私画史》,Catalog/Authentication
lit_27ffaa59,美人詩意圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右五卷，孫尚子畫 。,右五卷，孫尚子畫 。,《贞观公私画史》,Catalog/Authentication
lit_53c91208,屋宇樣一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右五卷，孫尚子畫 。,右五卷，孫尚子畫 。,《贞观公私画史》,Catalog/Authentication
lit_09403ed2,雜鬼神像三卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右五卷，孫尚子畫 。,右五卷，孫尚子畫 。,《贞观公私画史》,Catalog/Authentication
lit_60c6cd35,姜源圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,著录,《太清目》作蘧師珍畫,姜源圖一卷（《太清目》作蘧師珍畫）,《贞观公私画史》,Comparison
lit_6bce9a1f,黃帝戰涿鹿圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,《贞观公私画史》,Catalog/Authentication
lit_38833229,姜源圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,《贞观公私画史》,Catalog/Authentication
lit_e720c5a3,禹貢圖二卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,《贞观公私画史》,Catalog/Authentication
lit_86486b6c,燕太子丹圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,《贞观公私画史》,Catalog/Authentication
lit_afcd5da1,蓄史圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,《贞观公私画史》,Catalog/Authentication
lit_ddacf2fd,孫氏水戰圖一卷,Work,《贞观公私画史》,第一卷画目,裴孝源,真迹,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,右十一卷皆甚精奇，隋朝以來，私家搜訪所得內三卷，近陸探微，先無題記可考 。,《贞观公私画史》,Catalog/Authentication
