lit_id,target_ref,source_book,source_chapter,author_ref,quality_rank,quote,source_text,person_id
lit_scmhp_031,尹質,《圣朝名画评》,卷一 人物門第一,刘道醇,能品中,"評曰:孫懷說氣格清峭,理致深遠。南簡意不在近,格亦至僻。王道真淳重寧妥,可謂能矣,言院體者,無出其右。牟谷、元靄、尹質長於寫貌,筆能奪真,其優劣如次第云。并列能品中。","尹質,字化元,成都人。性長厚,與人交有終始。攻寫貌,善佛像,尤精於真人、藥王。凡伎藝、倡優,人所識者, 質皆能畫之,無分毫異處。燕恭肅王召質寫真,特優禮之。至於公卿戚里間,競求傳貌。景祐中宣獻宋公薨,請質追寫。質嗜酒,無羈束,但草成儀像,逾時不往。宋氏復召沙門懷志,以質草樣示之,俾為標準。質聞之曰:“模傳尚可,設色非吾敢許。”果如其言。復遍求名輩傳貌甚多,無如質者,故獨步康定、慶曆之間。",meso_尹質
lit_scmhp_032,石恪,《圣朝名画评》,卷一 人物門第一,刘道醇,能品下,"評曰:石恪筆法頗勁,長於詭怪。陳士元師王士元不為不近, 求其器岸體骨則難矣。王拙善為佛道,於大像尤備,雖放縱矜逸,往往失於卑懦。王居正士女,盡其閑冶之態,蓋慮精意密,動切形似。葉進成江左敏手,設色清潤。燕文貴於人物自有佳處。仁遇好寫流俗,能剽真意。毛文昌得其村野之趣, 甚有所觀。皆列能品下。","石恪,字子專,成都郫人。性輕率,尤好凌轢人物,嘗為嘲謔之句,略協聲韻,與俳優不異,有雜言,為世所行。初事張南本學畫,才數年已出其右。多為古僻人物, 詭形殊狀,以蔑辱豪右,西州人患之。嘗畫《五丁開山》《巨靈擘太華圖》,其氣韻剛峭,當時稱之。今蜀會,秦川至闕下尚多恪筆。",meso_石恪
lit_scmhp_033,陳士元,《圣朝名画评》,卷一 人物門第一,刘道醇,能品下,"評曰:石恪筆法頗勁,長於詭怪。陳士元師王士元不為不近, 求其器岸體骨則難矣。王拙善為佛道,於大像尤備,雖放縱矜逸,往往失於卑懦。王居正士女,盡其閑冶之態,蓋慮精意密,動切形似。葉進成江左敏手,設色清潤。燕文貴於人物自有佳處。仁遇好寫流俗,能剽真意。毛文昌得其村野之趣, 甚有所觀。皆列能品下。","陳士元,京師人。初名允。喜丹青之學,尤好王士元筆, 竊相如慕蘭之意,遂改其名。至於屋宇,亭榭,欄楯,車騎,子女,皂隸及人家景物若太湖石,芭蕉花之類,皆如王士元之跡。",meso_陳士元
lit_scmhp_034,王拙,《圣朝名画评》,卷一 人物門第一,刘道醇,能品下,"評曰:石恪筆法頗勁,長於詭怪。陳士元師王士元不為不近, 求其器岸體骨則難矣。王拙善為佛道,於大像尤備,雖放縱矜逸,往往失於卑懦。王居正士女,盡其閑冶之態,蓋慮精意密,動切形似。葉進成江左敏手,設色清潤。燕文貴於人物自有佳處。仁遇好寫流俗,能剽真意。毛文昌得其村野之趣, 甚有所觀。皆列能品下。","王拙,字守拙,河東人。大中祥符初營玉清昭應宮,募天下畫流,事見武宗元傳,拙為右部第一人,與宗元為對,時人多許之。乃畫本宮五百靈官、衆天女朝元等壁,天聖中失之矣。子居正。
《圖畫見聞志》:“王拙,河東郡人,工畫佛道人物。初畫玉清昭 應官壁,選中右第一。”
河東,古地區名。黃河流經山西,陝西兩省,自北而南的一段之",meso_王拙
lit_scmhp_035,王居正,《圣朝名画评》,卷一 人物門第一,刘道醇,能品下,"評曰:石恪筆法頗勁,長於詭怪。陳士元師王士元不為不近, 求其器岸體骨則難矣。王拙善為佛道,於大像尤備,雖放縱矜逸,往往失於卑懦。王居正士女,盡其閑冶之態,蓋慮精意密,動切形似。葉進成江左敏手,設色清潤。燕文貴於人物自有佳處。仁遇好寫流俗,能剽真意。毛文昌得其村野之趣, 甚有所觀。皆列能品下。","王居正,拙之子也,俗以其小字,多呼為憨哥。學丹青有父風。師周昉士女,略得其妙。嘗於苑圃寺觀眾遊之處, 必據高隙以觀士女格態。凡欲命筆,則澄祕思慮,故於形似為得。",meso_王居正
lit_scmhp_036,葉進成,《圣朝名画评》,卷一 人物門第一,刘道醇,能品下,"評曰:石恪筆法頗勁,長於詭怪。陳士元師王士元不為不近, 求其器岸體骨則難矣。王拙善為佛道,於大像尤備,雖放縱矜逸,往往失於卑懦。王居正士女,盡其閑冶之態,蓋慮精意密,動切形似。葉進成江左敏手,設色清潤。燕文貴於人物自有佳處。仁遇好寫流俗,能剽真意。毛文昌得其村野之趣, 甚有所觀。皆列能品下。","葉進成,江南人。性通敏,善畫今體人物士女。楊直 講家有進成《醉道士圖》,觀其趨嚮清野,陶然相樂,尤有佳處。其僮僕,鞍乘,樹木,服器,略可觀焉。",meso_葉進成
lit_scmhp_037,燕文貴,《圣朝名画评》,卷一 人物門第一,刘道醇,能品下,"評曰:石恪筆法頗勁,長於詭怪。陳士元師王士元不為不近, 求其器岸體骨則難矣。王拙善為佛道,於大像尤備,雖放縱矜逸,往往失於卑懦。王居正士女,盡其閑冶之態,蓋慮精意密,動切形似。葉進成江左敏手,設色清潤。燕文貴於人物自有佳處。仁遇好寫流俗,能剽真意。毛文昌得其村野之趣, 甚有所觀。皆列能品下。","燕文貴,吳興人,隸軍中。善畫山水及人物。初師河東郝惠 。太宗朝駕舟來京 ,多畫山水人物,貨於天門之道。待詔高益見而驚之,遂售數番,輒聞於上,且曰:“臣奉詔寫相 國寺壁,其間樹石,非文貴不能成也。”上亦賞其精筆,遂詔入圖畫院。端拱中,敕畫臣面進紈扇,上覽文貴者甚悅。 嘗畫《七夕夜市圖》(自安業界北頭向東至潘樓竹木市盡存),狀其浩穰之所,至為精備。富商高氏家有文貴畫《舶船渡海像》本,大不盈尺,舟如葉,人如麥,而檣帆槔櫓,指呼奮踴,盡得情狀。至於風波浩蕩,島嶼相望,蛟蜃雜出,咫尺千里,何其妙也。",meso_燕文貴
lit_scmhp_038,葉仁遇,《圣朝名画评》,卷一 人物門第一,刘道醇,能品下,"評曰:石恪筆法頗勁,長於詭怪。陳士元師王士元不為不近, 求其器岸體骨則難矣。王拙善為佛道,於大像尤備,雖放縱矜逸,往往失於卑懦。王居正士女,盡其閑冶之態,蓋慮精意密,動切形似。葉進成江左敏手,設色清潤。燕文貴於人物自有佳處。仁遇好寫流俗,能剽真意。毛文昌得其村野之趣, 甚有所觀。皆列能品下。","葉仁遇,江南人。好畫世俗人物。唐紫微家有仁遇《維揚春市圖》,狀其土俗繁浩,貨殖相委,往來疾緩之態, 深可嘉賞。至於春色駘蕩,花光互照,不遠數幅,深得淮楚之勝。",meso_葉仁遇
lit_scmhp_039,郝澄,《圣朝名画评》,卷一 人物門第一,刘道醇,能品下,"評曰:石恪筆法頗勁,長於詭怪。陳士元師王士元不為不近, 求其器岸體骨則難矣。王拙善為佛道,於大像尤備,雖放縱矜逸,往往失於卑懦。王居正士女,盡其閑冶之態,蓋慮精意密,動切形似。葉進成江左敏手,設色清潤。燕文貴於人物自有佳處。仁遇好寫流俗,能剽真意。毛文昌得其村野之趣, 甚有所觀。皆列能品下。","郝澄,字長源,江寧句容人。世為右族,至澄以丹青自樂,不事貲產,終至耗蕩。人多求澄畫者,賴以資給。於佛道鬼神尤長。",meso_郝澄
lit_scmhp_040,毛文昌,《圣朝名画评》,卷一 人物門第一,刘道醇,能品下,"評曰:石恪筆法頗勁,長於詭怪。陳士元師王士元不為不近, 求其器岸體骨則難矣。王拙善為佛道,於大像尤備,雖放縱矜逸,往往失於卑懦。王居正士女,盡其閑冶之態,蓋慮精意密,動切形似。葉進成江左敏手,設色清潤。燕文貴於人物自有佳處。仁遇好寫流俗,能剽真意。毛文昌得其村野之趣, 甚有所觀。皆列能品下。","毛文昌,字則之,蜀中人。好畫郊野村堡人物,能與真逼。 又為《村僮入學圖》,其行步動止,拜立誦寫,備其風概。",meso_毛文昌
lit_scmhp_041,李成,《圣朝名画评》,卷二 山水林木門第二,刘道醇,神品,"評曰: 成之命筆, 惟意所到。宗師造化, 自創景物, 皆合其妙。耽於山水者, 觀成所畫, 然後知咫尺之間奪千里之趣, 非神而何? 故列神品。","李成, 營丘人。世業儒, 為郡名族。成幼屬文, 能畫山水林木, 當時稱為第一。開寶中, 孫四皓者延四方之士, 知成妙手不可遽得, 以書招之。成曰: “吾儒者, 粗識去就, 性愛山水, 弄筆自適耳, 豈能奔走豪士之門, 與工技同處哉!” 遂不應。孫甚銜之, 遣人往營丘以厚利啖當塗者, 卒獲數圖。後成舉進士, 來集於春官, 孫卑辭堅召。成不得已往之, 見其數圖, 驚忿而去。章聖每見成筆, 必嗟賞之, 故聲益甚。直史館劉釐者, 時推精鑒, 於曹武惠王第見成山水圖, 愛之不已, 有詩曰: “六幅冰綃掛翠庭, 危峯疊嶂鬭崢嶸。卻因一夜芭蕉雨, 疑是巖前瀑布聲。” 識者以為實録。成之為畫, 精通造化, 筆盡意在。掃千里於咫尺, 寫萬趣於指下。峰巒重疊, 間露祠墅, 此為最佳。至於林木稠薄, 泉流深淺, 如就真景。思清格老, 古無其人。景祐中, 成孫宥為開封尹, 命相國寺僧惠明購成之畫, 倍出金幣, 歸者如市。故成之跡於今少有。",meso_李成
lit_scmhp_042,範寬,《圣朝名画评》,卷二 山水林木門第二,刘道醇,神品,"評曰: 範寬以山水知名, 為天下所重。 真石老樹, 挺生筆下, 求其氣韻, 出於物表。 而又不資華飾, 在古無法, 創意自我, 功期造化。 而樹根浮淺, 平遠多峻, 此皆小瑕, 不害精緻, 亦列神品。","範寬, 姓範名中正, 字仲立, 華原人。 性溫厚, 有大度, 故時人目為範寬。 居山林間, 常危坐終日, 縱目四顧, 以求其趣。 雖雪月之際, 必徘徊凝覽, 以發思慮。 學李成筆, 雖得精妙, 尚出其下。 遂對景造意, 不取繁飾, 寫山真骨, 自為一家。 故其剛古之勢, 不犯前輩。 由是與李成並行。 宋有天下, 為山水者, 惟中正與成稱絕, 至今無及之者。 時人議曰: 李成之筆, 近視如千里之遠; 範寬之筆, 遠望不離坐外, 皆所謂造乎神者也。 然中正好畫冒雪出雲之勢, 尤有氣骨。",meso_範寬
lit_scmhp_043,高克明,《圣朝名画评》,卷二 山水林木門第二,刘道醇,妙品,"評曰: 山有體, 水有流意, 而自近至遠, 景有增易, 求其妙手, 豈易也哉。 高克明鋪陳物象, 自成一家, 當代少有。 士元之寫景, 王端之老格, 同出關氏, 各有所得。 商訓又其次也。 燕文貴尤善其景, 隨目可愛。 許道寧既有師法, 又能變通。 皆列於妙品。","高克明, 絳州人。 端願自立, 復事謙退, 尤喜幽默。 多行郊野間, 覽山林之趣, 箕坐終日, 樂可知也。 歸則求靜室以居, 沉屏思慮, 神遊物外, 景造筆下, 漸為遠近所許。 景德中, 遊京師。 大中祥符中, 入圖畫院, 其藝益進。 與太原王端、上谷燕文貴、潁川陳用志相狎, 稱為畫友, 而聲望籍甚。 今上嘗詔入便殿, 命畫圖壁等, 為上所賞, 遷至待詔、守少府監主簿, 賜紫。 景祐初, 上命畫臣鮑國資畫四時景於章聖閣, 國資以乍近玉色, 戰懼不已, 不能下筆。 詔克明代之, 克明辭曰: “臣技不過山水而已。 國資以踈賤驟見陛下, 不無驚畏, 徐當盡其所學。 恐臣淺近, 終不能及。” 上善其對。 淮海富商陳永, 以百千求《春龍起蟄圖》。 克明以非素習者, 堅讓不從, 一時輩多之。 克明亦善佛道、人馬、花竹、翎毛、禽蟲、畜獸、鬼神、屋宇, 皆造於妙。 人有以勢利求者, 則以不能為辭。 或朋好間以所欲見丐, 必欣然與之。 畫流中好義忘利、性多謙損者, 惟克明焉。",meso_高克明
lit_scmhp_044,王士元,《圣朝名画评》,卷二 山水林木門第二,刘道醇,妙品,"評曰: 山有體, 水有流意, 而自近至遠, 景有增易, 求其妙手, 豈易也哉。 高克明鋪陳物象, 自成一家, 當代少有。 士元之寫景, 王端之老格, 同出關氏, 各有所得。 商訓又其次也。 燕文貴尤善其景, 隨目可愛。 許道寧既有師法, 又能變通。 皆列於妙品。","王士元, 善畫樹石雲水。 頗師關仝, 但加景趣, 多作樓閣臺榭、屋宇橋徑如家中景。 此亦病也, 而士元不顧。 求其景趣則高於關仝, 筆力則老於商訓。",meso_王士元
lit_scmhp_045,王端,《圣朝名画评》,卷二 山水林木門第二,刘道醇,妙品,"評曰: 山有體, 水有流意, 而自近至遠, 景有增易, 求其妙手, 豈易也哉。 高克明鋪陳物象, 自成一家, 當代少有。 士元之寫景, 王端之老格, 同出關氏, 各有所得。 商訓又其次也。 燕文貴尤善其景, 隨目可愛。 許道寧既有師法, 又能變通。 皆列於妙品。","王端, 尤善畫山石林木, 亦師關仝之筆, 好為罅石濺水、怪樹老根, 有出人意思。 今相國寺净土院北支條院有端所畫東壁, 其煙嵐雲嶂之勢, 皆得其趣。",meso_王端
lit_scmhp_046,商訓,《圣朝名画评》,卷二 山水林木門第二,刘道醇,妙品,"評曰: 山有體, 水有流意, 而自近至遠, 景有增易, 求其妙手, 豈易也哉。 高克明鋪陳物象, 自成一家, 當代少有。 士元之寫景, 王端之老格, 同出關氏, 各有所得。 商訓又其次也。 燕文貴尤善其景, 隨目可愛。 許道寧既有師法, 又能變通。 皆列於妙品。","商訓, 不知何處人。 善鼓琵琶。 學關仝山水, 頗為切近。 觀其筆勢, 勾斫山石少皴, 殆不及同。",meso_商訓
lit_scmhp_047,燕文貴,《圣朝名画评》,卷二 山水林木門第二,刘道醇,妙品,"評曰: 山有體, 水有流意, 而自近至遠, 景有增易, 求其妙手, 豈易也哉。 高克明鋪陳物象, 自成一家, 當代少有。 士元之寫景, 王端之老格, 同出關氏, 各有所得。 商訓又其次也。 燕文貴尤善其景, 隨目可愛。 許道寧既有師法, 又能變通。 皆列於妙品。","燕文貴, 尤精於山水。 凡所命意, 不師於古人, 自成一家, 而景物萬變, 觀者如真臨焉。 畫流至今稱曰 “燕家景緻”, 無能及者。",meso_燕文貴
lit_scmhp_048,許道寧,《圣朝名画评》,卷二 山水林木門第二,刘道醇,妙品,"評曰: 山有體, 水有流意, 而自近至遠, 景有增易, 求其妙手, 豈易也哉。 高克明鋪陳物象, 自成一家, 當代少有。 士元之寫景, 王端之老格, 同出關氏, 各有所得。 商訓又其次也。 燕文貴尤善其景, 隨目可愛。 許道寧既有師法, 又能變通。 皆列於妙品。","許道寧, 河間人。 學李成畫山水林木。 初市藥於端門前, 人有贖者, 必畫樹石兼與之, 無不稱其精妙。 由此有聲, 遂遊公卿之門, 多見禮待。 相國寺張文懿公 令道寧畫其居壁及屏風等, 文懿深加賞愛, 作歌贈之。 道寧之格 所長者三: 一林木, 二平遠, 三野水, 皆造其妙, 而又 命意狂逸, 自成一家, 頗有氣焰。 所得李成之氣者也。(事見翟院深條。)",meso_許道寧
lit_scmhp_049,陳用志,《圣朝名画评》,卷二 山水林木門第二,刘道醇,能品,"評曰: 山水天下之勝, 於繪事中尤可尚也。陳用志筆雖放曠, 每得自然之意。黃懷玉老於所學, 勢多剛峭。黃筌失於粗暴, 猶為蜀中之最。翟院深尤得風韻, 蓋有師法。劉永亦學關氏, 遠有所到。巨然好寫景趣, 殊為精絕。趙幹窮江行之思, 觀者如涉。李隱狀千里之山, 不出所顧。才富意逸, 崇穆有焉。如希仁之畫水, 淺深怒怗, 一筆而已, 信所謂敏而不失其真者也。并列能品。","陳用志, 亦工山水。 畫祥源觀東位壁, 磊落峭拔, 布千里之景。 以慶曆中火, 今無有矣。 文潞公 宅有用志出雲山水壁, 高丈餘, 宛有不崇朝 雨天下之意。",meso_陳用志
lit_scmhp_050,黃懷玉,《圣朝名画评》,卷二 山水林木門第二,刘道醇,能品,"評曰: 山水天下之勝, 於繪事中尤可尚也。陳用志筆雖放曠, 每得自然之意。黃懷玉老於所學, 勢多剛峭。黃筌失於粗暴, 猶為蜀中之最。翟院深尤得風韻, 蓋有師法。劉永亦學關氏, 遠有所到。巨然好寫景趣, 殊為精絕。趙幹窮江行之思, 觀者如涉。李隱狀千里之山, 不出所顧。才富意逸, 崇穆有焉。如希仁之畫水, 淺深怒怗, 一筆而已, 信所謂敏而不失其真者也。并列能品。","黃懷玉, 華原人。 有足疾, 時人目為跛子。 學範中正畫山水, 頗得其格。 今都下中貴 家有懷玉《秋山圖》八幅, 意思孤特, 得其巖嶠 之骨。 樹木皴剝, 人物清灑, 有範生之風, 至有誤蓄者, 蓋相去不遠耳。",meso_黃懷玉
lit_scmhp_051,黃筌,《圣朝名画评》,卷二 山水林木門第二,刘道醇,能品,"評曰: 山水天下之勝, 於繪事中尤可尚也。陳用志筆雖放曠, 每得自然之意。黃懷玉老於所學, 勢多剛峭。黃筌失於粗暴, 猶為蜀中之最。翟院深尤得風韻, 蓋有師法。劉永亦學關氏, 遠有所到。巨然好寫景趣, 殊為精絕。趙幹窮江行之思, 觀者如涉。李隱狀千里之山, 不出所顧。才富意逸, 崇穆有焉。如希仁之畫水, 淺深怒怗, 一筆而已, 信所謂敏而不失其真者也。并列能品。","黃筌, 畫山水亦為時人所稱。 松石學孫位, 山水學李昇, 皆過之。 僞蜀孟昶時嘗寫秋山圖, 至今猶傳。",meso_黃筌
lit_scmhp_052,翟院深,《圣朝名画评》,卷二 山水林木門第二,刘道醇,能品,"評曰: 山水天下之勝, 於繪事中尤可尚也。陳用志筆雖放曠, 每得自然之意。黃懷玉老於所學, 勢多剛峭。黃筌失於粗暴, 猶為蜀中之最。翟院深尤得風韻, 蓋有師法。劉永亦學關氏, 遠有所到。巨然好寫景趣, 殊為精絕。趙幹窮江行之思, 觀者如涉。李隱狀千里之山, 不出所顧。才富意逸, 崇穆有焉。如希仁之畫水, 淺深怒怗, 一筆而已, 信所謂敏而不失其真者也。并列能品。","翟院深, 營丘人。 名隸樂工, 善擊鼓。 師鄉人李成 畫山水, 喜 為峰巒之景。 一日郡中醼 客作樂, 會雲氣聳起, 如峰相疊。 院深引望翹企, 不覺登鼓, 奏節遂失。 太守诘之, 具以實對。 翊日命院深為畫, 果有竦突 之勢, 甚異之。 時人議得李成之畫者三人: 許道寧得成之氣, 李宗成 得成之形, 院深得成之風。 後成孫 宥為開封尹日, 購其祖畫, 多誤售院深之筆, 以其風韻相近, 不能辨爾。",meso_翟院深
lit_scmhp_053,劉永,《圣朝名画评》,卷二 山水林木門第二,刘道醇,能品,"評曰: 山水天下之勝, 於繪事中尤可尚也。陳用志筆雖放曠, 每得自然之意。黃懷玉老於所學, 勢多剛峭。黃筌失於粗暴, 猶為蜀中之最。翟院深尤得風韻, 蓋有師法。劉永亦學關氏, 遠有所到。巨然好寫景趣, 殊為精絕。趙幹窮江行之思, 觀者如涉。李隱狀千里之山, 不出所顧。才富意逸, 崇穆有焉。如希仁之畫水, 淺深怒怗, 一筆而已, 信所謂敏而不失其真者也。并列能品。","劉永, 不知何處人。 師關仝為山水, 其意思筆墨, 頗得其法。 至於樹石濺撲 , 甚不相遠, 但鈎斫皴淡為佳爾。",meso_劉永
lit_scmhp_054,沙門巨然,《圣朝名画评》,卷二 山水林木門第二,刘道醇,能品,"評曰: 山水天下之勝, 於繪事中尤可尚也。陳用志筆雖放曠, 每得自然之意。黃懷玉老於所學, 勢多剛峭。黃筌失於粗暴, 猶為蜀中之最。翟院深尤得風韻, 蓋有師法。劉永亦學關氏, 遠有所到。巨然好寫景趣, 殊為精絕。趙幹窮江行之思, 觀者如涉。李隱狀千里之山, 不出所顧。才富意逸, 崇穆有焉。如希仁之畫水, 淺深怒怗, 一筆而已, 信所謂敏而不失其真者也。并列能品。","沙門巨然, 亦 江寧 人, 受業於本郡開元寺, 攻 畫山水。 僞唐李煜歸命, 巨然隨至京師, 居於開寶寺, 投謁 在位, 遂有聲譽。 畫煙嵐曉景於學士院壁, 當時稱絕。 度支 蔡員外 挺家有巨然畫故事山水 二軸, 而古峰峭拔, 宛立風骨 。 又於林麓間多為 卵石, 如松柏草竹, 交相掩映, 旁分小徑, 遠至幽墅, 於野逸之景甚備。",meso_巨然
lit_scmhp_055,趙幹,《圣朝名画评》,卷二 山水林木門第二,刘道醇,能品,"評曰: 山水天下之勝, 於繪事中尤可尚也。陳用志筆雖放曠, 每得自然之意。黃懷玉老於所學, 勢多剛峭。黃筌失於粗暴, 猶為蜀中之最。翟院深尤得風韻, 蓋有師法。劉永亦學關氏, 遠有所到。巨然好寫景趣, 殊為精絕。趙幹窮江行之思, 觀者如涉。李隱狀千里之山, 不出所顧。才富意逸, 崇穆有焉。如希仁之畫水, 淺深怒怗, 一筆而已, 信所謂敏而不失其真者也。并列能品。","趙幹, 亦 江寧人。 善畫山水林木, 長於佈景。 李煜時為畫院學生。 今度支蔡員外家有幹《江行圖》一軸, 深得浩渺之意。",meso_趙幹
lit_scmhp_056,李隱,《圣朝名画评》,卷二 山水林木門第二,刘道醇,能品,"評曰: 山水天下之勝, 於繪事中尤可尚也。陳用志筆雖放曠, 每得自然之意。黃懷玉老於所學, 勢多剛峭。黃筌失於粗暴, 猶為蜀中之最。翟院深尤得風韻, 蓋有師法。劉永亦學關氏, 遠有所到。巨然好寫景趣, 殊為精絕。趙幹窮江行之思, 觀者如涉。李隱狀千里之山, 不出所顧。才富意逸, 崇穆有焉。如希仁之畫水, 淺深怒怗, 一筆而已, 信所謂敏而不失其真者也。并列能品。","李隱, 五原人。善畫山水, 亦長於佈景。大中祥符初營會靈觀, 命隱圖五岳於壁, 又於五聖帝座後扆上皆寫山水。慶曆中有, 今則無矣。隱之畫山, 其勢超峻, 截空而立, 復有平原之趣。至於飛泉曲水, 周流左右, 皆不逾尺, 止以焦墨皴淡, 全無勾斫。其巧妙如此。",meso_李隱
lit_scmhp_057,龐崇穆,《圣朝名画评》,卷二 山水林木門第二,刘道醇,能品,"評曰: 山水天下之勝, 於繪事中尤可尚也。陳用志筆雖放曠, 每得自然之意。黃懷玉老於所學, 勢多剛峭。黃筌失於粗暴, 猶為蜀中之最。翟院深尤得風韻, 蓋有師法。劉永亦學關氏, 遠有所到。巨然好寫景趣, 殊為精絕。趙幹窮江行之思, 觀者如涉。李隱狀千里之山, 不出所顧。才富意逸, 崇穆有焉。如希仁之畫水, 淺深怒怗, 一筆而已, 信所謂敏而不失其真者也。并列能品。","龐崇穆, 字季和, 右北平人。大中祥符初營玉清昭應宮, 召入畫山水列壁, 而林巒、草竹、溪谷、磴道, 莫不精備。又於空穴間作遊雲直上之狀, 為風所駕, 卷舒聚散, 其勢不拘。詔入圖畫院, 崇穆不就而去。",meso_龐崇穆
lit_scmhp_058,曹仁希,《圣朝名画评》,卷二 山水林木門第二,刘道醇,能品,"評曰: 山水天下之勝, 於繪事中尤可尚也。陳用志筆雖放曠, 每得自然之意。黃懷玉老於所學, 勢多剛峭。黃筌失於粗暴, 猶為蜀中之最。翟院深尤得風韻, 蓋有師法。劉永亦學關氏, 遠有所到。巨然好寫景趣, 殊為精絕。趙幹窮江行之思, 觀者如涉。李隱狀千里之山, 不出所顧。才富意逸, 崇穆有焉。如希仁之畫水, 淺深怒怗, 一筆而已, 信所謂敏而不失其真者也。并列能品。","曹仁希, 字企之, 毗陵人。善畫水, 無與敵者。凡為驚濤怒浪, 萬流曲折, 以至輕波細溜, 於一筆自分淺深之勢, 以為佳爾。",meso_曹仁希
lit_scmhp_059,趙光輔,《圣朝名画评》,卷二 畜獸門第三,刘道醇,神品,"評曰: 善觀畫馬者, 必求其精神筋力。精神完則意出, 筋力勁則勢在, 必以眼鼻蹄踠為本。神哉光輔之為也, 雖鬃尾一毛不可得而議, 故列神品。","趙光輔, 尤善畫蕃馬。凡欲為之, 必心潛慮密, 視聽皆斷, 方肯草本。然後點竄增減, 求其完備, 始上縑素。故光輔無一毛之失, 得者如有至寶。古今為蕃馬者亦可數: 故瓌得其肉, 東丹得其骨(東丹王贊華, 契丹人)。光輔兼有之。學博才長, 為世推重。至於戲風拽繩、吃草飲水、奔走立卧、嘶齧跑蹶、瘦壯老嫩、駑良疲逸、羈繁疾病之狀, 莫不精致, 全奪形似, 略無失處, 未見能繼者。",meso_趙光輔
lit_scmhp_060,趙邈卓,《圣朝名画评》,卷二 畜獸門第三,刘道醇,妙品,"評曰: 邈卓之虎, 非世俗常見, 往往有不知名者, 猶天下珍玩, 豈易辨哉。裴文睍之水牛, 渾奪生意。楊、 袁二生之魚, 不拘末節, 自得真體。龍章亦善虎兔, 豈常人可及。何尊師所得不為不多。并列妙品。","趙邈卓, 亡其名, 以其性不靈慧, 故人以邈卓目之。輕財好施, 尤嗜歌酒, 與人交有始卒。善畫虎, 多氣韻, 具形似。夫氣韻全而失形似, 雖活而非; 形似備而無氣韻, 雖似而死。二者俱得, 惟邈卓焉。文潞公與王侍郎家各有邈卓所畫一虎(文公者伏崖高視, 王公者當風舐掌), 視者驚其威, 其實經模, 尚非親筆。真本為華州王法掾所收, 雖朋友親狎, 未嘗許見。今以包鼎虎為上游者, 何其陋也。",meso_趙邈卓
lit_scmhp_061,裴文睍,《圣朝名画评》,卷二 畜獸門第三,刘道醇,妙品,"評曰: 邈卓之虎, 非世俗常見, 往往有不知名者, 猶天下珍玩, 豈易辨哉。裴文睍之水牛, 渾奪生意。楊、 袁二生之魚, 不拘末節, 自得真體。龍章亦善虎兔, 豈常人可及。何尊師所得不為不多。并列妙品。","裴文睍, 京師人。 畫水牛, 為當時第一。隋唐而下, 畫牛者止三人: 戴嵩、 厲歸真 與裴文睍 是也, 其餘凡陋可鄙。今人多不閑 文睍寡合之性, 故以惑多士。觀其真跡, 乃當時之名流也。",meso_裴文睍
lit_scmhp_062,楊輝,《圣朝名画评》,卷二 畜獸門第三,刘道醇,妙品,"評曰: 邈卓之虎, 非世俗常見, 往往有不知名者, 猶天下珍玩, 豈易辨哉。裴文睍之水牛, 渾奪生意。楊、 袁二生之魚, 不拘末節, 自得真體。龍章亦善虎兔, 豈常人可及。何尊師所得不為不多。并列妙品。","楊輝, 江南人。袁嶬, 河南登封人。嶬 隸侍衛親軍。俱善畫魚, 不務末節, 但奮其喩喁形勢, 尤多涵泳之態。至如衆工以鱗甲數目為拘者, 輝、嶬則遺之矣, 取其大體。亦工水草蘋蘩之畫, 真若秋景, 甚可愛也。",meso_楊輝
lit_scmhp_063,龍章,《圣朝名画评》,卷二 畜獸門第三,刘道醇,妙品,"評曰: 邈卓之虎, 非世俗常見, 往往有不知名者, 猶天下珍玩, 豈易辨哉。裴文睍之水牛, 渾奪生意。楊、 袁二生之魚, 不拘末節, 自得真體。龍章亦善虎兔, 豈常人可及。何尊師所得不為不多。并列妙品。","龍章, 字公絢, 京兆人。性淳靜好古, 居亦冠帶。善畫虎兔, 亦攻佛道及冕服等, 尤長於裝染。祥符中, 玉清昭應宮成, 召令彩繪列壁。外有玉皇尊像, 猶未裝飾。時畫院僚屬爭先創意, 至於團科斜枝, 莫不詳畫。主者中貴人劉承珪曰: “天帝法服, 豈如是邪!” 命檢尋道藏及《真境録》, 無有曉其儀者。上不懌。宮使丁朱崖置賞募工, 章應之曰: “今京兆府長洛鄉北樂村 古太華觀有玉皇像, 乃唐人楊惠塑, 被九色螭羅帔, 此可為法。” 丁朱崖聞於天子, 遣使驗之, 如章言, 由是得裝其像。工畢, 乞還田裏, 復本戶租賦。久之不報。詔入圖畫院, 非其好也。常游食 於京師, 時樂遊坊市。藥人楊氏(裏瓦下貨虎骨散 南柵楊家是也)鏁 活虎於肆, 章熟視之, 命筆成於一揮, 識者驚賞之。平生所畫, 止有六虎, 今少有見者。",meso_龍章
