cv_id,person_ref,entry_mode,official_title,rank,tenure,location_ref,time_ref,event_type,source_book,source_chapter,original_source_sentence
cv_李成_be50,meso_李成,,都監,,period_song,,period_song,任官,《圣朝名画评》,卷二·山水林木门,字國華，真定靈壽(今屬河北)人，以敗契丹、北漢功，任樞密承旨，滅後蜀任都監
cv_李成_192d,meso_李成,应召,,,period_song,汴京,period_song,恩遇,《圣朝名画评》,卷二·山水林木门,熙寧初被召畫小殿屏風
cv_高克明_349b,meso_高克明,,待詔,,period_song,"今上嘗詔入便殿,命畫圖壁等,為上所賞,遷至待詔、守少府",period_song,任官,《圣朝名画评》,卷二,"今上嘗詔入便殿,命畫圖壁等,為上所賞,遷至待詔、守少府監主簿,賜紫"
cv_高克明_8288,meso_高克明,,主簿,,period_song,"今上嘗詔入便殿,命畫圖壁等,為上所賞,遷至待詔、守少府",period_song,任官,《圣朝名画评》,卷二,"今上嘗詔入便殿,命畫圖壁等,為上所賞,遷至待詔、守少府監主簿,賜紫"
cv_巨然_3990,meso_巨然,,,,period_song,京,period_song,游历,《圣朝名画评》,卷二·山水林木门,"僞唐李煜歸命,巨然隨至京師,居於開寶寺,投謁在位,遂有聲譽"
cv_趙幹_aadb,meso_趙幹,,尚書,,period_song,,period_song,任官,《圣朝名画评》,卷二,魏文帝設度支尚書寺，晉及南朝宋、齊，北朝北魏、北齊均設度支尚書，領度支、金部、倉部、起部四曹
cv_趙幹_9c57,meso_趙幹,,郎中,,period_song,,period_song,任官,《圣朝名画评》,卷二,唐初避太宗李世民諱，改民部爲戶部，下有度支郎中
cv_趙幹_73ba,meso_趙幹,,戶部,,period_song,,period_song,任官,《圣朝名画评》,卷二,唐初避太宗李世民諱，改民部爲戶部，下有度支郎中
cv_趙幹_a169,meso_趙幹,,戶部,,period_song,,period_song,任官,《圣朝名画评》,卷二,至宋代，度支使與戶部使、鹽鐵使，總領全國財賦，合稱三司使
cv_趙幹_9a0f,meso_趙幹,,判官,,period_song,,period_song,任官,《圣朝名画评》,卷二,度支下設有副使、判官等
cv_趙幹_4e8b,meso_趙幹,,畫院學生,,period_song,,period_song,任官,《圣朝名画评》,卷二,李煜時為畫院學生
cv_龐崇穆_70c2,meso_龐崇穆,应召,,,period_song,汴京,period_song,恩遇,《圣朝名画评》,卷二,"始建玉清昭應宮,召崇穆畫山水數壁,能為羣峯列岫、雲煙聚散之象"
cv_趙邈卓_fecf,meso_趙邈卓,,節度,,皇祐五年,,period_song,任官,《圣朝名画评》,卷二·畜獸门,皇祐五年，改鎮潼軍節度
cv_趙邈卓_ffc6,meso_趙邈卓,,縣令,,period_song,">:""州",period_song,任官,《圣朝名画评》,卷二·畜獸门,">:""州縣官奉皆給他物，頗聞貨鬻不充其直......其萬戶縣令、五萬戶州事、兩京司録，舊月奉錢二萬者，給四十戶，率是爲差"
cv_趙邈卓_51b8,meso_趙邈卓,,,,period_song,泗州,period_song,游历,《圣朝名画评》,卷二·畜獸门,""">:""嘗按部至泗州，慮獄，法掾誤斷囚至死"
cv_袁蟻_b738,meso_袁蟻,,指揮使,,period_song,,period_song,任官,《圣朝名画评》,卷二·畜兽门,都指揮使、副都指揮使、都虞候各一人，掌馬軍諸指揮之名籍，凡統制、訓練、番衛、戍守、遷補、賞罰，皆總其政令
cv_袁蟻_ccf6,meso_袁蟻,,指揮使,,period_song,,period_song,任官,《圣朝名画评》,卷二·畜兽门,所領馬軍，自龍衛而下有左右四廂都指揮使，龍衛左右廂各有都指揮使
cv_袁蟻_e824,meso_袁蟻,,指揮使,,政和四年,,period_song,任官,《圣朝名画评》,卷二·畜兽门,政和四年，詔以馬軍都指揮使、馬軍副都指揮使在正任觀察使之上，馬軍都虞候在正任防禦使之上
cv_袁蟻_8847,meso_袁蟻,,指揮使,,period_song,,period_song,任官,《圣朝名画评》,卷二·畜兽门,所領步軍，自神衛而下有左右四廂都指揮使，左右廂各有都指揮使
cv_袁蟻_571b,meso_袁蟻,,指揮使,,政和四年,,period_song,任官,《圣朝名画评》,卷二·畜兽门,政和四年，詔以步軍都指揮使、步軍副都指揮使在正任觀察使之上，虞候在正任防禦使之上
cv_龍章_9510,meso_龍章,应召,,,period_song,汴京,period_song,恩遇,《圣朝名画评》,卷二,"其京兆人,因玉清昭應事應召來京,故稱"
cv_龍章_d886,meso_龍章,应召,,,period_song,汴京,period_song,恩遇,《圣朝名画评》,卷二,"祥符中,玉清昭應宮成,召令彩繪列壁"
cv_龍章_fb73,meso_龍章,,,,period_song,食於京,period_song,游历,《圣朝名画评》,卷二,"常游食於京師,時樂遊坊市"
cv_荀信_31d4,meso_荀信,,翰林待詔,,period_song,,period_song,任官,《圣朝名画评》,卷二,真宗朝為翰林待詔
cv_荀信_7755,meso_荀信,,翰林待詔,,period_song,,period_song,任官,《圣朝名画评》,卷二,真廟時為翰林待詔
cv_董羽_6e10,meso_董羽,,待詔,,period_song,,period_song,任官,《圣朝名画评》,卷二·古代官殿內設在门,"仕李煜為待詔,寫香花閣幃床屏並積水圖,大見稱譽"
cv_董羽_2080,meso_董羽,,學士,,period_song,,period_song,任官,《圣朝名画评》,卷二·古代官殿內設在门,"隨煜歸京,於學士院壁為戲水龍,於開寶寺東經藏院壁為弄珠龍,皆為精筆"
cv_董羽_6773,meso_董羽,,圖畫院藝學,,period_song,,period_song,任官,《圣朝名画评》,卷二·古代官殿內設在门,既歸朝，領真命，爲圖畫院藝學
cv_董羽_b6c0,meso_董羽,,,,period_song,京,period_song,游历,《圣朝名画评》,卷二·古代官殿內設在门,"""隨煜歸京""，四庫本作""隨李煜入京"""
cv_董羽_0550,meso_董羽,,學士,,period_song,,period_song,任官,《圣朝名画评》,卷二·古代官殿內設在门,"""於學士院壁爲戲水龍""，四庫本改作""於學士院畫戲水龍"""
cv_徐熙_000c,meso_徐熙,,大夫,,period_song,,period_song,任官,《圣朝名画评》,卷三·花竹翎毛门,"評曰:士大夫議為花果者,往往宗尚黃筌、趙昌之筆,蓋其寫生設色,迴出人意"
cv_徐熙_2a9f,meso_徐熙,,刺史,,period_song,公元909年自領昇州,period_song,任官,《圣朝名画评》,卷三·花竹翎毛门,徐溫，彭城人，爲楊吳權臣，公元909年自領昇州(今江蘇南京)刺史，其子知詢、知諤先後爲金陵尹，遂爲金陵人
cv_趙昌_423c,meso_趙昌,,節度,,淳化五年,降爲益州,period_song,任官,《圣朝名画评》,卷三,淳化五年，降爲益州，罷節度
cv_陶裔_ee07,meso_陶裔,,祗候,,period_song,,period_song,任官,《圣朝名画评》,卷三,"”裔感上有言,潛志營學,遂得祗候於圖畫院"
cv_毋咸之_4063,meso_毋咸之,应召,學士,,period_song,知揚州,period_song,任官,《圣朝名画评》,卷三,避婦父富弼當國嫌，拜龍圖閣待制，知揚州，改江寧府，以翰林侍讀學士召還，糾察在京刑獄
cv_毋咸之_e7f1,meso_毋咸之,,學士,,period_song,知開封府,period_song,任官,《圣朝名画评》,卷三,爲翰林學士，知開封府
cv_毋咸之_55e8,meso_毋咸之,,,,period_song,於馮京,period_song,游历,《圣朝名画评》,卷三,"""至於馮京知江寧的時間，>無明文記載"
cv_毋咸之_2b2b,meso_毋咸之,,,,嘉祐,知揚州,period_song,游历,《圣朝名画评》,卷三,"""又，>卷一八九""(仁宗嘉祐)四年(1059)(三月)壬子""條:""徙知揚州馮京知盧州"
cv_毋咸之_fbe4,meso_毋咸之,,,,period_song,知盧州,period_song,游历,《圣朝名画评》,卷三,""">謂馮京由揚州徙知盧州，""盧州""恐是筆誤"
cv_夏侯延祐_9e78,meso_夏侯延祐,,翰林待詔,,period_song,,period_song,任官,《圣朝名画评》,卷三,始事孟蜀為翰林待詔
cv_夏侯延祐_e660,meso_夏侯延祐,,圖畫院藝學,,period_song,,period_song,任官,《圣朝名画评》,卷三,"既歸朝,拜真命,為圖畫院藝學"
cv_夏侯延祐_9fd1,meso_夏侯延祐,,待詔,,period_song,,period_song,任官,《圣朝名画评》,卷三,仕孟昶為待詔
cv_夏侯延祐_76e6,meso_夏侯延祐,,圖畫院藝學,,period_song,,period_song,任官,《圣朝名画评》,卷三,"後隨昶至京師,得圖畫院藝學,為流輩推重"
cv_夏侯延祐_2218,meso_夏侯延祐,,圖畫院藝學,,period_song,,period_song,任官,《圣朝名画评》,卷三,既歸朝，拜真命，爲圖畫院藝學
cv_閻士安_e0dd,meso_閻士安,,,,period_song,居鄭州,period_song,游历,《圣朝名画评》,卷三,其父徙居鄭州管城
cv_閻士安_f6ae,meso_閻士安,,指揮使,,period_song,父超懷州,period_song,任官,《圣朝名画评》,卷三,"父超懷州防禦使,補衙內都指揮使"
cv_閻士安_d279,meso_閻士安,,平章事,,明道,明道間拜保靜軍節度使、定州,period_song,任官,《圣朝名画评》,卷三,"明道間拜保靜軍節度使、定州路都總管,使契丹懾服議和,以功拜同中書門下平章事,封祁國公,改冀國公"
cv_閻士安_7fe1,meso_閻士安,,節度,,明道,明道間拜保靜軍節度使、定州,period_song,任官,《圣朝名画评》,卷三,"明道間拜保靜軍節度使、定州路都總管,使契丹懾服議和,以功拜同中書門下平章事,封祁國公,改冀國公"
cv_閻士安_0869,meso_閻士安,,平章事,,period_song,,period_song,任官,《圣朝名画评》,卷三,"後起為河陽三城節度使、樞密使,同中書門下平章事,封魯國公"
cv_閻士安_6a8f,meso_閻士安,,節度,,period_song,,period_song,任官,《圣朝名画评》,卷三,"後起為河陽三城節度使、樞密使,同中書門下平章事,封魯國公"
cv_閻士安_ee5f,meso_閻士安,,尚書,,period_song,,period_song,任官,《圣朝名画评》,卷三,"元豐三年(1080)改行新官制,又以尚書、侍郎等為職事官,而以舊時所置散官為寄祿官"
cv_閻士安_7c81,meso_閻士安,,尚書,,period_song,,period_song,任官,《圣朝名画评》,卷三,"凡職事官,自尚書至給舍諫議,其職俸以寄祿官高下分行、守、試三等,以過令為準"
cv_閻士安_3f59,meso_閻士安,,學生,,period_song,,period_song,任官,《圣朝名画评》,卷三,"四門助教,協助四門博士教授四門的學生"
cv_李雄_3ea8,meso_李雄,,祗候,,period_song,,period_song,任官,《圣朝名画评》,卷三·鬼神门,"太宗朝為圖畫院祗候,因忤旨遁去"
cv_郭忠恕_c127,meso_郭忠恕,应召,,,period_song,汴京,period_song,恩遇,《圣朝名画评》,卷三·屋木门,”又《圖畫見聞志》：“初，周祖召為博士
cv_郭忠恕_4e46,meso_郭忠恕,应召,,,period_song,汴京,period_song,恩遇,《圣朝名画评》,卷三·屋木门,初，周祖召爲博士，後因爭忿於朝堂，貶崖州司戶
cv_郭忠恕_7c26,meso_郭忠恕,应召,主簿,,period_song,,period_song,任官,《圣朝名画评》,卷三·屋木门,太宗素知其名，召赴闕下，授以國子監主簿
cv_郭忠恕_7f18,meso_郭忠恕,应召,,,period_song,汴京,period_song,恩遇,《圣朝名画评》,卷三·屋木门,弱冠，漢湘陰公召之，忠恕拂衣遽辭去
cv_郭忠恕_6d81,meso_郭忠恕,应召,主簿,,period_song,,period_song,任官,《圣朝名画评》,卷三·屋木门,太宗即位，聞其名，召赴闕，授國子監主簿，賜襲衣、銀帶、錢五萬，館於太學，令刊定歷代字書
cv_郭忠恕_2f3c,meso_郭忠恕,,,,period_song,齊州,period_song,游历,《圣朝名画评》,卷三·屋木门,已行至齊州臨邑，謂部送吏曰:'我今逝矣
cv_郭忠恕_c752,meso_郭忠恕,,少卿,,period_song,,period_song,任官,《圣朝名画评》,卷三·屋木门,少卿爲之貳，丞參領之
cv_郭忠恕_ddbd,meso_郭忠恕,,主簿,,period_song,,period_song,任官,《圣朝名画评》,卷三·屋木门,主簿一員，以京官充
cv_郭忠恕_a440,meso_郭忠恕,,兵部侍郎,,大中祥符八年,,period_song,任官,《圣朝名画评》,卷三·屋木门,大中祥符八年，以兵部侍郎趙安易兼卿，判寺趙世長改爲知寺事
cv_郭忠恕_8926,meso_郭忠恕,,少卿,,period_song,,period_song,任官,《圣朝名画评》,卷三·屋木门,九年，始定丞、郎以上兼卿，給、舍以下兼少卿，郎中以下兼丞，京官兼主簿
cv_郭忠恕_8b4c,meso_郭忠恕,,郎中,,period_song,,period_song,任官,《圣朝名画评》,卷三·屋木门,九年，始定丞、郎以上兼卿，給、舍以下兼少卿，郎中以下兼丞，京官兼主簿
cv_郭忠恕_4d54,meso_郭忠恕,,主簿,,period_song,,period_song,任官,《圣朝名画评》,卷三·屋木门,九年，始定丞、郎以上兼卿，給、舍以下兼少卿，郎中以下兼丞，京官兼主簿
cv_蔡潤_2470,meso_蔡潤,,待詔,,period_song,,period_song,任官,《圣朝名画评》,卷三,”遽詔入圖畫院為待詔
cv_呂拙_70b6,meso_呂拙,,翰林待詔,,period_song,,period_song,任官,《圣朝名画评》,卷三,時方建上清宮，拙因畫鬱羅霄臺樣進上，恩改翰林待詔，不就
cv_呂拙_9be9,meso_呂拙,,待詔,,period_song,,period_song,任官,《圣朝名画评》,卷三,"遷拙待詔,拙不肯授,願為本宮道士,上賜紫衣"
cv_呂拙_7d3c,meso_呂拙,,,,period_song,京,period_song,游历,《圣朝名画评》,卷三,"祥符中營昭應宮,詔天下名手至京師者三千餘人,中其選者如武宗元而下,亦不減百人"
cv_劉文通_09bb,meso_劉文通,,圖畫院藝學,,period_song,,period_song,任官,《圣朝名画评》,卷三,真宗朝為圖畫院藝學
cv_劉文通_b565,meso_劉文通,,藝學,,period_song,,period_song,任官,《圣朝名画评》,卷三,"”“真宗時入圖畫院為藝學”,四庫本作“真宗朝入圖畫院為藝學”"
cv_劉文通_0e44,meso_劉文通,,藝學,,period_song,,period_song,任官,《圣朝名画评》,卷三,真宗時入圖畫院為藝學
cv_王仁壽_5bd1,meso_王仁壽,,,,period_five_dynasties,汴,period_five_dynasties,游历,《圣朝名画评》,五代名画补遗·人物门,>載，大同元年春正月丁亥朔，(耶律德光)備法駕入汴，御崇元殿，受百官賀
cv_東丹王_ea34,meso_東丹王,,,,period_five_dynasties,京,period_five_dynasties,游历,《圣朝名画评》,人马门,"梁唐及晉初,凡北邊防戍及榷易商人,嘗得贊華之畫,工甚精緻,至京師,人多以金帛質之"
cv_東丹王_7389,meso_東丹王,,大夫,,period_five_dynasties,,period_five_dynasties,任官,《圣朝名画评》,人马门,"予於贊善大夫趙公第見贊華畫馬,骨法勁快,不良不駑,自得窮荒步驟之態,其所短者,設色麄略,人物短小,此其失也"
cv_楊惠之_9039,meso_楊惠之,,平章事,,period_five_dynasties,,period_five_dynasties,任官,《圣朝名画评》,五代名画补遗·塑作门,末帝時，拜門下平章事
cv_衛賢_3aac,meso_衛賢,,供奉,,period_five_dynasties,,period_five_dynasties,任官,《圣朝名画评》,五代名画补遗·屋木门,"衛賢,京兆人,仕南唐,為內供奉"
cv_韓求_94e6,meso_韓求,,節度,,period_five_dynasties,"時大唐昭宗乾寧乙卯歲,乃封幷州",period_five_dynasties,任官,《圣朝名画评》,五代名画补遗·人物门,"時大唐昭宗乾寧乙卯歲,乃封幷州節度使李克用為晉王,城太原"
cv_韓求_393d,meso_韓求,,,,period_five_dynasties,洛,period_five_dynasties,游历,《圣朝名画评》,五代名画补遗·人物门,"乃遣李振至洛陽,與蔣玄暉及朱友恭、氏叔琮謀殺昭宗"
cv_韓求_8ba4,meso_韓求,,郎中,,period_five_dynasties,,period_five_dynasties,任官,《圣朝名画评》,五代名画补遗·人物门,常遊化爲任......帝五代名畫補遺人物門第一(接上頁註釋)以爲然，即遣郎中蔡愔、博士弟子秦景等，使往天竺尋訪佛法
cv_李祝_a82d,meso_李祝,,節度,,period_five_dynasties,"時大唐昭宗乾寧乙卯歲,乃封幷州",period_five_dynasties,任官,《圣朝名画评》,人物门,"時大唐昭宗乾寧乙卯歲,乃封幷州節度使李克用為晉王,城太原"
cv_李祝_d533,meso_李祝,,,,period_five_dynasties,洛,period_five_dynasties,游历,《圣朝名画评》,人物门,"乃遣李振至洛陽,與蔣玄暉及朱友恭、氏叔琮謀殺昭宗"
cv_李祝_eb01,meso_李祝,,郎中,,period_five_dynasties,,period_five_dynasties,任官,《圣朝名画评》,人物门,常遊化爲任......帝五代名畫補遺人物門第一(接上頁註釋)以爲然，即遣郎中蔡愔、博士弟子秦景等，使往天竺尋訪佛法
cv_張圖_5db9,meso_張圖,,員外郎,,period_five_dynasties,,period_five_dynasties,任官,《圣朝名画评》,五代名画补遗·人物门,世業儒，官至虞部員外郎
cv_跋異_1056,meso_跋異,,待詔,,period_five_dynasties,,period_five_dynasties,任官,《圣朝名画评》,五代名画补遗·人物门,"少學吳生,攻畫佛及鬼神,仕僞南唐主李璟為待詔"
cv_陸晃_8837,meso_陸晃,应召,,,period_five_dynasties,汴京,period_five_dynasties,恩遇,《圣朝名画评》,五代名画补遗·人物门,"時僞南唐李璟常聞晃名,欲召之,會侍者譖之,以謂晃好把酒歌舞,無臣子之體,璟由是疏遠之"
cv_王溫_716a,meso_王溫,,郎中,,period_five_dynasties,,period_five_dynasties,任官,《圣朝名画评》,五代名画补遗·塑作门,"時王志愔、郎中賀蘭務溫、録事焦立功具實聞奏,尋準前制,改故建國寺為大相國寺,仍並安業寺而屬焉"
